[001] Training Loss = 0.9938134153693645 | Validation Loss = 0.9730519310318598 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:16.266086
[058] Training Loss = 0.0008785330456926 | Validation Loss = 0.0009069523744248 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:15.491669
[059] Training Loss = 0.0004962677440522 | Validation Loss = 0.0012212289189342 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:15.471625
[060] Training Loss = 0.0008989923284712 | Validation Loss = 0.0004601658572935 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:15.489813
[061] Training Loss = 0.0009062324458556 | Validation Loss = 0.0005315777144010 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.545240
[062] Training Loss = 0.0004268978347869 | Validation Loss = 0.0002965617210625 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.481903
[063] Training Loss = 0.0004883349253555 | Validation Loss = 0.0000057116630504 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.468983
[064] Training Loss = 0.0002637066100086 | Validation Loss = 0.0001436066606729 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.498444
[065] Training Loss = 0.0004431241884910 | Validation Loss = 0.0008256562020713 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.525366
[066] Training Loss = 0.0005668904336492 | Validation Loss = 0.0001656921867154 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:15.497084
[067] Training Loss = 0.0003020982800783 | Validation Loss = 0.0006623449920332 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.476644
[068] Training Loss = 0.0003039843680641 | Validation Loss = 0.0005399318843674 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.489185
[069] Training Loss = 0.0002581549814474 | Validation Loss = 0.0004945382649449 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.528896
[070] Training Loss = 0.0003757372378149 | Validation Loss = 0.0000040871937557 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.490369
[071] Training Loss = 0.0003342177187673 | Validation Loss = 0.0014095249137881 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.471217
[072] Training Loss = 0.0004012506362079 | Validation Loss = 0.0006881183029712 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.486764
[073] Training Loss = 0.0002509242903192 | Validation Loss = 0.0001457801298587 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:15.531137
[074] Training Loss = 0.0003008389798235 | Validation Loss = 0.0001188135186006 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.483506
[075] Training Loss = 0.0003494264650962 | Validation Loss = 0.0001641759010226 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.467315
[076] Training Loss = 0.0003147431613088 | Validation Loss = 0.0001425358432698 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.488077
[077] Training Loss = 0.0003082771708428 | Validation Loss = 0.0004264521314688 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.526995
[078] Training Loss = 0.0004073660232472 | Validation Loss = 0.0000032455321602 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.493304
[079] Training Loss = 0.0003326018594627 | Validation Loss = 0.0001822772756724 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.482070
[080] Training Loss = 0.0004326811697975 | Validation Loss = 0.0005119454264129 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.510250
[081] Training Loss = 0.0004663901368565 | Validation Loss = 0.0004142637262137 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:15.551861
[082] Training Loss = 0.0002936392202383 | Validation Loss = 0.0006560020881606 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:15.486485
[083] Training Loss = 0.0002083076330675 | Validation Loss = 0.0003367181397842 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:15.503780
[084] Training Loss = 0.0002442376283058 | Validation Loss = 0.0001680411928602 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:15.502505
[085] Training Loss = 0.0003222776141883 | Validation Loss = 0.0001967991890901 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:15.536283
[086] Training Loss = 0.0001934343766107 | Validation Loss = 0.0001838137569491 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.492534
[087] Training Loss = 0.0001796865629675 | Validation Loss = 0.0001603363414378 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.513384
[088] Training Loss = 0.0000958073857866 | Validation Loss = 0.0001516241465879 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.506274
[089] Training Loss = 0.0001806079262165 | Validation Loss = 0.0000085167066005 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.564992
[090] Training Loss = 0.0001821036478945 | Validation Loss = 0.0000026816114713 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.488446
[091] Training Loss = 0.0001574244186324 | Validation Loss = 0.0000026529118664 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.477445
[092] Training Loss = 0.0001759329357157 | Validation Loss = 0.0000141670435039 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.490896
[093] Training Loss = 0.0001024222388907 | Validation Loss = 0.0008389031729200 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.546643
[094] Training Loss = 0.0001846001351702 | Validation Loss = 0.0003408612728515 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.492586
[095] Training Loss = 0.0001506564236637 | Validation Loss = 0.0000025234525774 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.504578
[096] Training Loss = 0.0001455758305386 | Validation Loss = 0.0001999141225763 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.538467
[097] Training Loss = 0.0001735519750352 | Validation Loss = 0.0006730498254317 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.487950
[098] Training Loss = 0.0001994374319077 | Validation Loss = 0.0000663360627760 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:15.479846
[099] Training Loss = 0.0003633369302457 | Validation Loss = 0.0003586066870611 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:15.485862
[100] Training Loss = 0.0002706592816271 | Validation Loss = 0.0000024012556467 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:15.495581
Maximum Number of Epochs Reached.
