[001] Training Loss = 0.9745595678582285 | Validation Loss = 0.9172553043442853 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:01.565692
[054] Training Loss = 0.0015760826552858 | Validation Loss = 0.0012175091079159 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:01.441696
[055] Training Loss = 0.0013440394788922 | Validation Loss = 0.0014634149182802 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:01.446356
[056] Training Loss = 0.0011933496884468 | Validation Loss = 0.0017560926430890 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:01.453601
[057] Training Loss = 0.0014384831390580 | Validation Loss = 0.0032695179760116 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:01.439482
[058] Training Loss = 0.0013281928021034 | Validation Loss = 0.0023596791327204 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:01.444135
[059] Training Loss = 0.0011750224618273 | Validation Loss = 0.0018810970194355 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:01.455592
[060] Training Loss = 0.0012775132053551 | Validation Loss = 0.0011491722028884 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:01.443401
[061] Training Loss = 0.0012383523727738 | Validation Loss = 0.0012300863520470 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:01.449650
[062] Training Loss = 0.0010960257881157 | Validation Loss = 0.0019318043555521 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:01.443560
[063] Training Loss = 0.0011104594920709 | Validation Loss = 0.0011650904202135 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:01.421476
[064] Training Loss = 0.0011599039229563 | Validation Loss = 0.0010980658240262 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:01.449954
[065] Training Loss = 0.0010699040054624 | Validation Loss = 0.0018126160407195 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:01.447468
[066] Training Loss = 0.0008472513188128 | Validation Loss = 0.0016319587187115 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:01.507263
[067] Training Loss = 0.0007571852238280 | Validation Loss = 0.0012475919405758 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:01.457125
[068] Training Loss = 0.0009056916337429 | Validation Loss = 0.0015290284780313 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.443492
[069] Training Loss = 0.0009562243259894 | Validation Loss = 0.0018725481727085 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.447455
[070] Training Loss = 0.0007964165953060 | Validation Loss = 0.0007631610699641 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.447070
[071] Training Loss = 0.0007597807262787 | Validation Loss = 0.0007008251555731 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.444816
[072] Training Loss = 0.0006911774490542 | Validation Loss = 0.0016270739145882 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.446963
[073] Training Loss = 0.0006841607631189 | Validation Loss = 0.0014755254301606 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.452103
[074] Training Loss = 0.0006626028777019 | Validation Loss = 0.0012785522000566 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:01.444222
[075] Training Loss = 0.0007113406833635 | Validation Loss = 0.0012344259042849 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:01.443182
[076] Training Loss = 0.0006691082512540 | Validation Loss = 0.0013774639514442 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:01.459024
[077] Training Loss = 0.0005338214560647 | Validation Loss = 0.0013876348334336 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:01.421666
[078] Training Loss = 0.0007072625813808 | Validation Loss = 0.0015705572290584 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:01.443898
[079] Training Loss = 0.0006874013072032 | Validation Loss = 0.0008334674390952 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.446516
[080] Training Loss = 0.0006360669130524 | Validation Loss = 0.0010036146624442 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.445611
[081] Training Loss = 0.0006232447287351 | Validation Loss = 0.0006984033842637 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.457639
[082] Training Loss = 0.0005766891289200 | Validation Loss = 0.0008224351198941 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.448557
[083] Training Loss = 0.0005395529591765 | Validation Loss = 0.0014436151671803 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.443393
[084] Training Loss = 0.0004662484156967 | Validation Loss = 0.0012119078694535 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:01.447481
[085] Training Loss = 0.0005496592868940 | Validation Loss = 0.0008976494869199 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:01.462835
[086] Training Loss = 0.0005910349486791 | Validation Loss = 0.0007432936771321 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:01.431332
[087] Training Loss = 0.0004511533261824 | Validation Loss = 0.0010342558630552 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:01.441341
[088] Training Loss = 0.0004922266968754 | Validation Loss = 0.0013562135816231 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:01.449164
[089] Training Loss = 0.0005600063369762 | Validation Loss = 0.0013601068914323 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:01.496530
[090] Training Loss = 0.0004302832476899 | Validation Loss = 0.0009325367624208 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:01.447131
[091] Training Loss = 0.0005781730220376 | Validation Loss = 0.0011523539416456 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:01.452431
[092] Training Loss = 0.0005918479212859 | Validation Loss = 0.0012218180233555 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:01.441770
[093] Training Loss = 0.0005359000503263 | Validation Loss = 0.0008273450143753 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:01.445826
[094] Training Loss = 0.0005040416422384 | Validation Loss = 0.0021040637933823 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:01.445513
[095] Training Loss = 0.0005055390747432 | Validation Loss = 0.0010155432405665 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:01.456000
[096] Training Loss = 0.0004673100375291 | Validation Loss = 0.0023465033698552 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:01.446666
[097] Training Loss = 0.0004007728306197 | Validation Loss = 0.0010300786719943 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:01.447552
[098] Training Loss = 0.0004399764738762 | Validation Loss = 0.0013700366203041 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:01.446302
[099] Training Loss = 0.0005850461786308 | Validation Loss = 0.0018271640627106 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:01.451883
[100] Training Loss = 0.0005391078850620 | Validation Loss = 0.0007137082708488 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:01.443884
Maximum Number of Epochs Reached.
