[001] Training Loss = 1.0101569887638353 | Validation Loss = 0.9438323916206792 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.550852
[037] Training Loss = 0.0146750003871000 | Validation Loss = 0.0010077440021427 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.152116
[038] Training Loss = 0.0087147217702940 | Validation Loss = 0.0009325821789079 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.177054
[039] Training Loss = 0.0117080896666517 | Validation Loss = 0.0032716456998432 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.157020
[040] Training Loss = 0.0104339136044888 | Validation Loss = 0.0007135027290996 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.183682
[041] Training Loss = 0.0096393912806324 | Validation Loss = 0.0006011776756129 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.177626
[042] Training Loss = 0.0078246699688097 | Validation Loss = 0.0006284969477198 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.200089
[043] Training Loss = 0.0080538646420195 | Validation Loss = 0.0006070086436950 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.211454
[044] Training Loss = 0.0073894802237644 | Validation Loss = 0.0004433121599464 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.186778
[045] Training Loss = 0.0099539740771033 | Validation Loss = 0.0016472861587698 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.176827
[046] Training Loss = 0.0092824191417851 | Validation Loss = 0.0004332863175023 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.204689
[047] Training Loss = 0.0076615741684724 | Validation Loss = 0.0007114164922887 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.181248
[048] Training Loss = 0.0065078863182865 | Validation Loss = 0.0003717062967903 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.169387
[049] Training Loss = 0.0073881286581981 | Validation Loss = 0.0003665620744018 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.177382
[050] Training Loss = 0.0059761249892217 | Validation Loss = 0.0005449998892030 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.199994
[051] Training Loss = 0.0066446630756950 | Validation Loss = 0.0003549694409230 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.146116
[052] Training Loss = 0.0066023500331968 | Validation Loss = 0.0007731062025238 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.997302
[053] Training Loss = 0.0075501235973062 | Validation Loss = 0.0003138729269793 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.066096
[054] Training Loss = 0.0060988566210194 | Validation Loss = 0.0003820583384753 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.019419
[055] Training Loss = 0.0042700815386476 | Validation Loss = 0.0003154737819601 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.018972
[056] Training Loss = 0.0088339036728714 | Validation Loss = 0.0004236357184400 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.020796
[057] Training Loss = 0.0047970277991818 | Validation Loss = 0.0002882152273164 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.051053
[058] Training Loss = 0.0040786515615940 | Validation Loss = 0.0002239510253184 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.011802
[059] Training Loss = 0.0076622380147603 | Validation Loss = 0.0002258247092769 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.023839
[060] Training Loss = 0.0033452878486858 | Validation Loss = 0.0002192282767657 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.053462
[061] Training Loss = 0.0070096459834771 | Validation Loss = 0.0004170004481996 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.020086
[062] Training Loss = 0.0031303136423171 | Validation Loss = 0.0003948867267357 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.023458
[063] Training Loss = 0.0046252906987969 | Validation Loss = 0.0003104267866753 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.020036
[064] Training Loss = 0.0040048612804691 | Validation Loss = 0.0004444783629207 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.079427
[065] Training Loss = 0.0017634622588748 | Validation Loss = 0.0001130137858328 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.018067
[066] Training Loss = 0.0031698435861058 | Validation Loss = 0.0001021356922144 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.954361
[067] Training Loss = 0.0027545880301837 | Validation Loss = 0.0000992019097251 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.988666
[068] Training Loss = 0.0026173057997463 | Validation Loss = 0.0000845900575816 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.976635
[069] Training Loss = 0.0013883031110849 | Validation Loss = 0.0000686261246263 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.017593
[070] Training Loss = 0.0017859489925828 | Validation Loss = 0.0000528365618458 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.012000
[071] Training Loss = 0.0021905627076226 | Validation Loss = 0.0000621243635061 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.070459
[072] Training Loss = 0.0013568057361562 | Validation Loss = 0.0000403907262298 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.013669
[073] Training Loss = 0.0028809983292928 | Validation Loss = 0.0000492051873747 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.016222
[074] Training Loss = 0.0033237563413264 | Validation Loss = 0.0000533533014244 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.057004
[075] Training Loss = 0.0008642802206427 | Validation Loss = 0.0000557242036661 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:12.014580
[076] Training Loss = 0.0054843849239546 | Validation Loss = 0.0004973341311819 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.016785
[077] Training Loss = 0.0018715617948783 | Validation Loss = 0.0000352467137613 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.017659
[078] Training Loss = 0.0008508476965317 | Validation Loss = 0.0007599723857213 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.071626
[079] Training Loss = 0.0036159070584616 | Validation Loss = 0.0000172352413562 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.017213
[080] Training Loss = 0.0011750271755040 | Validation Loss = 0.0000124856989182 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.017717
[081] Training Loss = 0.0011927563506120 | Validation Loss = 0.0000118322824507 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.020082
[082] Training Loss = 0.0016275065667343 | Validation Loss = 0.0000114275099007 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.066064
[083] Training Loss = 0.0021157577101700 | Validation Loss = 0.0000121215939422 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.981575
[084] Training Loss = 0.0015096798977028 | Validation Loss = 0.0000106286289896 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.997585
[085] Training Loss = 0.0009766643427230 | Validation Loss = 0.0000089294593677 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.070399
[086] Training Loss = 0.0015323719432877 | Validation Loss = 0.0000089409392097 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.021173
[087] Training Loss = 0.0013031387765950 | Validation Loss = 0.0000085120359763 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.013675
[088] Training Loss = 0.0014624658547839 | Validation Loss = 0.0000086006449788 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.059978
[089] Training Loss = 0.0015689064485257 | Validation Loss = 0.0000096509063549 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.017918
[090] Training Loss = 0.0014617276987829 | Validation Loss = 0.0000299882455741 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.022157
[091] Training Loss = 0.0013491494750314 | Validation Loss = 0.0000082021067999 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.023544
[092] Training Loss = 0.0026807384123746 | Validation Loss = 0.0000083653347751 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.067234
[093] Training Loss = 0.0015388512537870 | Validation Loss = 0.0000075202853743 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.020217
[094] Training Loss = 0.0017413373477195 | Validation Loss = 0.0000068225226744 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.019311
[095] Training Loss = 0.0020595570666476 | Validation Loss = 0.0000069611457493 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.063264
[096] Training Loss = 0.0013987798372412 | Validation Loss = 0.0000059826504573 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.013481
[097] Training Loss = 0.0010741230818238 | Validation Loss = 0.0000062441753695 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.014075
[098] Training Loss = 0.0017180401993032 | Validation Loss = 0.0000057696828232 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.007400
[099] Training Loss = 0.0030116628754183 | Validation Loss = 0.0000056066040682 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.057975
[100] Training Loss = 0.0013233575856242 | Validation Loss = 0.0000230879728311 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:12.015047
Maximum Number of Epochs Reached.
