[001] Training Loss = 1.0057419971092485 | Validation Loss = 0.8892685507532989 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.855671
[051] Training Loss = 0.0015480510151147 | Validation Loss = 0.0002335251639010 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.498890
[052] Training Loss = 0.0012384219065804 | Validation Loss = 0.0000433872863209 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.536333
[053] Training Loss = 0.0012892129265885 | Validation Loss = 0.0000399811890297 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.517994
[054] Training Loss = 0.0016884745979400 | Validation Loss = 0.0000446547315756 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.484631
[055] Training Loss = 0.0014214601136767 | Validation Loss = 0.0000361668526984 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.501943
[056] Training Loss = 0.0016629344404411 | Validation Loss = 0.0004730809735026 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.488830
[057] Training Loss = 0.0014927170439240 | Validation Loss = 0.0000404728229351 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.553110
[058] Training Loss = 0.0018634062573458 | Validation Loss = 0.0000360997818532 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.484097
[059] Training Loss = 0.0021668178732380 | Validation Loss = 0.0000309957213479 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.511686
[060] Training Loss = 0.0008159958556237 | Validation Loss = 0.0000358706937963 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.451763
[061] Training Loss = 0.0012460413879913 | Validation Loss = 0.0000266683631577 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.415761
[062] Training Loss = 0.0012381710226420 | Validation Loss = 0.0000776122829084 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.417785
[063] Training Loss = 0.0011977092272982 | Validation Loss = 0.0000223370398119 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.461884
[064] Training Loss = 0.0013689438175924 | Validation Loss = 0.0000371334549124 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.404340
[065] Training Loss = 0.0015901776019881 | Validation Loss = 0.0000240124732988 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.425808
[066] Training Loss = 0.0012507613754075 | Validation Loss = 0.0000221241611199 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.410193
[067] Training Loss = 0.0017709027363838 | Validation Loss = 0.0000190388902980 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.420397
[068] Training Loss = 0.0013537533711296 | Validation Loss = 0.0000177575837193 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.406555
[069] Training Loss = 0.0010101302166792 | Validation Loss = 0.0000122433613122 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.432179
[070] Training Loss = 0.0009299143460123 | Validation Loss = 0.0000097028646461 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.414041
[071] Training Loss = 0.0022467039045362 | Validation Loss = 0.0000142285283874 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.436187
[072] Training Loss = 0.0007999787886160 | Validation Loss = 0.0014228935651852 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.436508
[073] Training Loss = 0.0022394098902066 | Validation Loss = 0.0001778968643088 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.446684
[074] Training Loss = 0.0010976138464538 | Validation Loss = 0.0000094890687133 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.428465
[075] Training Loss = 0.0019804561714807 | Validation Loss = 0.0000114237564917 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.453094
[076] Training Loss = 0.0016844646732773 | Validation Loss = 0.0000114332609218 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.427367
[077] Training Loss = 0.0012166568176334 | Validation Loss = 0.0000151738262506 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.448321
[078] Training Loss = 0.0007586968841816 | Validation Loss = 0.0000073526118443 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.432151
[079] Training Loss = 0.0020036363687126 | Validation Loss = 0.0000090662684753 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.448178
[080] Training Loss = 0.0011395038751719 | Validation Loss = 0.0000083588226183 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.429856
[081] Training Loss = 0.0012048614106142 | Validation Loss = 0.0000079980101827 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.488716
[082] Training Loss = 0.0007857197041135 | Validation Loss = 0.0000065702460450 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.435559
[083] Training Loss = 0.0009705092920230 | Validation Loss = 0.0002778162524933 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.451756
[084] Training Loss = 0.0013933872072240 | Validation Loss = 0.0000072363515723 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.435223
[085] Training Loss = 0.0006347157332137 | Validation Loss = 0.0000042504628361 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.447778
[086] Training Loss = 0.0003088107707588 | Validation Loss = 0.0000044070148213 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.434361
[087] Training Loss = 0.0010238574291750 | Validation Loss = 0.0000047218338410 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.449881
[088] Training Loss = 0.0014332802641690 | Validation Loss = 0.0000044160152467 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:05.474446
[089] Training Loss = 0.0012135079339323 | Validation Loss = 0.0002677748471648 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.433022
[090] Training Loss = 0.0011377983131379 | Validation Loss = 0.0000040566312226 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.452240
[091] Training Loss = 0.0005802604346565 | Validation Loss = 0.0000030787498131 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.438041
[092] Training Loss = 0.0003567950124071 | Validation Loss = 0.0000028395912165 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.439055
[093] Training Loss = 0.0004276787705582 | Validation Loss = 0.0000110508288339 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.451476
[094] Training Loss = 0.0002708744535900 | Validation Loss = 0.0000021878175768 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.436496
[095] Training Loss = 0.0000227235628576 | Validation Loss = 0.0000019715278955 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.501316
[096] Training Loss = 0.0003502714705334 | Validation Loss = 0.0000019462679436 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.430848
[097] Training Loss = 0.0012007492504932 | Validation Loss = 0.0000022311237637 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.449179
[098] Training Loss = 0.0010374916991145 | Validation Loss = 0.0000021355659033 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.436216
[099] Training Loss = 0.0005531966987780 | Validation Loss = 0.0000023367808275 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:05.452153
[100] Training Loss = 0.0007989973497135 | Validation Loss = 0.0000191849943372 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:05.475621
Maximum Number of Epochs Reached.
