[001] Training Loss = 0.9851139617697995 | Validation Loss = 0.9446336569295898 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:06.334780
[071] Training Loss = 0.0009916435415188 | Validation Loss = 0.0000046391965988 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:06.065730
[072] Training Loss = 0.0011535454364672 | Validation Loss = 0.0002656594547984 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.064484
[073] Training Loss = 0.0008197229567217 | Validation Loss = 0.0002994824101845 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.055609
[074] Training Loss = 0.0005711436962830 | Validation Loss = 0.0000090980036302 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.057271
[075] Training Loss = 0.0004922299898841 | Validation Loss = 0.0000213935162926 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.075237
[076] Training Loss = 0.0003681822151854 | Validation Loss = 0.0000037301430958 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.062905
[077] Training Loss = 0.0002859453980422 | Validation Loss = 0.0003503638644033 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.127793
[078] Training Loss = 0.0002138287920783 | Validation Loss = 0.0006954826664140 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.060705
[079] Training Loss = 0.0002702870793816 | Validation Loss = 0.0000034118677025 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.057611
[080] Training Loss = 0.0003234030493846 | Validation Loss = 0.0000033419137593 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.057474
[081] Training Loss = 0.0002548878562377 | Validation Loss = 0.0000032742689360 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.066767
[082] Training Loss = 0.0004176324552157 | Validation Loss = 0.0004825155381879 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.063240
[083] Training Loss = 0.0003950070405432 | Validation Loss = 0.0000032708469871 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.107111
[084] Training Loss = 0.0010357433533673 | Validation Loss = 0.0002578649936704 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.062875
[085] Training Loss = 0.0008753958456264 | Validation Loss = 0.0003078034227542 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.055058
[086] Training Loss = 0.0005673434401882 | Validation Loss = 0.0011029552024102 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:06.056388
[087] Training Loss = 0.0006981054475050 | Validation Loss = 0.0007979340226674 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.053602
[088] Training Loss = 0.0003183343188087 | Validation Loss = 0.0000030618387478 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.054271
[089] Training Loss = 0.0003180975592577 | Validation Loss = 0.0000029894644016 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.048827
[090] Training Loss = 0.0001544951106768 | Validation Loss = 0.0000029182218531 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.062418
[091] Training Loss = 0.0001621133266819 | Validation Loss = 0.0000028685960063 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.106396
[092] Training Loss = 0.0001642950960616 | Validation Loss = 0.0000028209643995 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.061082
[093] Training Loss = 0.0001568447458024 | Validation Loss = 0.0000027823644110 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.058524
[094] Training Loss = 0.0000787258341810 | Validation Loss = 0.0010867958377284 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.057552
[095] Training Loss = 0.0004755094681534 | Validation Loss = 0.0003449128224364 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.050135
[096] Training Loss = 0.0002197005540517 | Validation Loss = 0.0000026990173188 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.076057
[097] Training Loss = 0.0001735035860396 | Validation Loss = 0.0000026586734768 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.060236
[098] Training Loss = 0.0001019230603961 | Validation Loss = 0.0003022010107631 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.102368
[099] Training Loss = 0.0004420272220609 | Validation Loss = 0.0000025948527384 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.061785
[100] Training Loss = 0.0004360941170795 | Validation Loss = 0.0000026079461823 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:06.043473
Maximum Number of Epochs Reached.
