[001] Training Loss = 1.0602328460876320 | Validation Loss = 0.8907364393416211 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.907318
[049] Training Loss = 0.3056991292276922 | Validation Loss = 0.2192910434786148 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.842720
[050] Training Loss = 0.2957935526694041 | Validation Loss = 0.2061085362946014 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.807551
[051] Training Loss = 0.2821046047677139 | Validation Loss = 0.1904918450679403 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.966576
[052] Training Loss = 0.2687372721347542 | Validation Loss = 0.1904735987023614 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.685083
[053] Training Loss = 0.2470407131507160 | Validation Loss = 0.1690129614591369 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.713985
[054] Training Loss = 0.2334735922214803 | Validation Loss = 0.1454825067449663 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.690433
[055] Training Loss = 0.2230845014133983 | Validation Loss = 0.1293888582493327 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.683468
[056] Training Loss = 0.2133842356884114 | Validation Loss = 0.1147613485523129 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.698667
[057] Training Loss = 0.2072160009179470 | Validation Loss = 0.1216529557032558 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.732882
[058] Training Loss = 0.1811632644771193 | Validation Loss = 0.0906596249523999 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.729392
[059] Training Loss = 0.1728522962458908 | Validation Loss = 0.0846455806033332 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.770375
[060] Training Loss = 0.1664483361260605 | Validation Loss = 0.0916916877954032 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.728211
[061] Training Loss = 0.1669179709597743 | Validation Loss = 0.0747342320524931 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.727273
[062] Training Loss = 0.1528662563581769 | Validation Loss = 0.0633599192734639 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.733904
[063] Training Loss = 0.1449338196144236 | Validation Loss = 0.0689699757641599 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.696524
[064] Training Loss = 0.1560956763561994 | Validation Loss = 0.0531144708043720 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.696764
[065] Training Loss = 0.1310259619352069 | Validation Loss = 0.0439476349962435 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.712947
[066] Training Loss = 0.1211591592859579 | Validation Loss = 0.0452477033724740 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.719050
[067] Training Loss = 0.1152424873182824 | Validation Loss = 0.0581543089557938 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.713984
[068] Training Loss = 0.1069197473544551 | Validation Loss = 0.0297277659926619 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.716243
[069] Training Loss = 0.1112850451234101 | Validation Loss = 0.0268104298659576 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.775510
[070] Training Loss = 0.0928965648529883 | Validation Loss = 0.0249724399635502 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.718814
[071] Training Loss = 0.0944226504509510 | Validation Loss = 0.0204574624789601 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.729503
[072] Training Loss = 0.0797157536981805 | Validation Loss = 0.0222593019721215 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.763802
[073] Training Loss = 0.0943060820030434 | Validation Loss = 0.0175573055081587 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.718972
[074] Training Loss = 0.0747133849185564 | Validation Loss = 0.0587957262780437 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.723697
[075] Training Loss = 0.0886049297927961 | Validation Loss = 0.0152527893520821 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.762938
[076] Training Loss = 0.0984712432129775 | Validation Loss = 0.0245597925111801 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.727124
[077] Training Loss = 0.0734906405876195 | Validation Loss = 0.0120968293610975 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.718976
[078] Training Loss = 0.0610247943076384 | Validation Loss = 0.0101020773488654 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.772448
[079] Training Loss = 0.0592781850724325 | Validation Loss = 0.0111452487805981 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.692327
[080] Training Loss = 0.0567343545396091 | Validation Loss = 0.0092675186941823 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.689370
[081] Training Loss = 0.0552199630145237 | Validation Loss = 0.0095717991520948 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.726488
[082] Training Loss = 0.0574925395378666 | Validation Loss = 0.0072344905671394 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.685111
[083] Training Loss = 0.0853735957340317 | Validation Loss = 0.0132179289983137 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.689873
[084] Training Loss = 0.0591450363164588 | Validation Loss = 0.0087920328132246 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.728775
[085] Training Loss = 0.0738603735021273 | Validation Loss = 0.0076812631037315 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.697424
[086] Training Loss = 0.0458698702647038 | Validation Loss = 0.0157467613997616 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.708318
[087] Training Loss = 0.0417990100723125 | Validation Loss = 0.0102994037262338 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.719106
[088] Training Loss = 0.0382129460586694 | Validation Loss = 0.0048087019244758 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.768171
[089] Training Loss = 0.0404670912650166 | Validation Loss = 0.0043944239523658 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.718378
[090] Training Loss = 0.0333202750327905 | Validation Loss = 0.0042067754400543 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.727161
[091] Training Loss = 0.0362141055092480 | Validation Loss = 0.0110680421187717 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.767613
[092] Training Loss = 0.0344502749378017 | Validation Loss = 0.0040915869066237 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.729108
[093] Training Loss = 0.0329071847059852 | Validation Loss = 0.0036307524378940 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.719975
[094] Training Loss = 0.0992155535172463 | Validation Loss = 0.0045079437190260 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.766324
[095] Training Loss = 0.0307318409820647 | Validation Loss = 0.0037436591915043 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.732110
[096] Training Loss = 0.0272499752010914 | Validation Loss = 0.0039029198748354 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.728778
[097] Training Loss = 0.0260575762449472 | Validation Loss = 0.0030776660835033 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.775660
[098] Training Loss = 0.0286409032305140 | Validation Loss = 0.0032148783903473 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.731224
[099] Training Loss = 0.0252991461629192 | Validation Loss = 0.0028020753605603 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.728089
[100] Training Loss = 0.0270450898783474 | Validation Loss = 0.0026796140821175 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:10.764250
Maximum Number of Epochs Reached.
