[001] Training Loss = 1.0329336315681659 | Validation Loss = 0.9418189841714543 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:24.876258
[059] Training Loss = 0.9413877772551551 | Validation Loss = 0.9414054216589746 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:23.762496
[060] Training Loss = 0.9414033595577649 | Validation Loss = 0.9414037641508853 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:23.816118
[061] Training Loss = 0.9413911187454211 | Validation Loss = 0.9414021895182006 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:23.768996
[062] Training Loss = 0.9413952544583132 | Validation Loss = 0.9414411409582981 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:23.788385
[063] Training Loss = 0.9413902646683361 | Validation Loss = 0.9414073847701178 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:23.754384
[064] Training Loss = 0.9413863557117590 | Validation Loss = 0.9414252547792051 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:23.795085
[065] Training Loss = 0.9413849174781774 | Validation Loss = 0.9414445802875834 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:23.708111
[066] Training Loss = 0.9413858866599908 | Validation Loss = 0.9414428658026536 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:23.753420
[067] Training Loss = 0.9414042826976868 | Validation Loss = 0.9414754513757457 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:23.674933
[068] Training Loss = 0.9413879942275681 | Validation Loss = 0.9414469007989084 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:23.702620
[069] Training Loss = 0.9413864915353386 | Validation Loss = 0.9414472737382283 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:23.667534
[070] Training Loss = 0.9413763427514338 | Validation Loss = 0.9413886393895710 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:23.713588
[071] Training Loss = 0.9413696914247021 | Validation Loss = 0.9414074935440861 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:23.643707
[072] Training Loss = 0.9413485078382453 | Validation Loss = 0.9413795179153671 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:23.675873
[073] Training Loss = 0.9414405671612270 | Validation Loss = 0.9413833353636852 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:23.618392
[074] Training Loss = 0.9412973239308967 | Validation Loss = 0.9413405250375675 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:23.660293
[075] Training Loss = 0.9412826768542051 | Validation Loss = 0.9412923899667129 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.624124
[076] Training Loss = 0.9412451912728240 | Validation Loss = 0.9413137821804898 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.654859
[077] Training Loss = 0.9412324238563476 | Validation Loss = 0.9412640517580995 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.610965
[078] Training Loss = 0.9412360870643295 | Validation Loss = 0.9413537074065897 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.632778
[079] Training Loss = 0.9412247567303875 | Validation Loss = 0.9412327403943507 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.630744
[080] Training Loss = 0.9412034856643372 | Validation Loss = 0.9412219147946429 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.630656
[081] Training Loss = 0.9411811211033669 | Validation Loss = 0.9412134045265470 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.641367
[082] Training Loss = 0.9411678408953253 | Validation Loss = 0.9412655953125074 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:23.641858
[083] Training Loss = 0.9411637833097676 | Validation Loss = 0.9412216765278549 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:23.632093
[084] Training Loss = 0.9411338228438879 | Validation Loss = 0.9411994089426183 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:23.671610
[085] Training Loss = 0.9411408111397122 | Validation Loss = 0.9412491031070194 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:23.655229
[086] Training Loss = 0.9411157309704367 | Validation Loss = 0.9412270116320172 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:23.623415
[087] Training Loss = 0.9411162696605657 | Validation Loss = 0.9411555574942320 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:23.673617
[088] Training Loss = 0.9411206116986836 | Validation Loss = 0.9411451877092485 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:23.637981
[089] Training Loss = 0.9411188175037292 | Validation Loss = 0.9411932606235498 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:23.651418
[090] Training Loss = 0.9411108951330339 | Validation Loss = 0.9411756496001014 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:23.631040
[091] Training Loss = 0.9411085052711100 | Validation Loss = 0.9412112135080416 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.661249
[092] Training Loss = 0.9410922360810332 | Validation Loss = 0.9411406917185565 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.635204
[093] Training Loss = 0.9410865349438344 | Validation Loss = 0.9411672325668357 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.677080
[094] Training Loss = 0.9410793679479194 | Validation Loss = 0.9411260072328282 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.606910
[095] Training Loss = 0.9411005736920363 | Validation Loss = 0.9411325025926529 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.648321
[096] Training Loss = 0.9410940781883307 | Validation Loss = 0.9411484561080121 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.628356
[097] Training Loss = 0.9410962940982336 | Validation Loss = 0.9411502949060486 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:23.662742
[098] Training Loss = 0.9410853369913735 | Validation Loss = 0.9411431417227009 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:23.630941
[099] Training Loss = 0.9410833269750535 | Validation Loss = 0.9411363873772371 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:23.667062
[100] Training Loss = 0.9410935459728427 | Validation Loss = 0.9411649483135001 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:23.619755
Maximum Number of Epochs Reached.
