[001] Training Loss = 1.0076094858480784 | Validation Loss = 0.9718394520924940 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.702180
[049] Training Loss = 0.9659112442034037 | Validation Loss = 0.9661306667339817 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.726797
[050] Training Loss = 0.9652592354923182 | Validation Loss = 0.9651636187530639 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.730494
[051] Training Loss = 0.9645875154801729 | Validation Loss = 0.9643814004644891 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.638410
[052] Training Loss = 0.9641435409860761 | Validation Loss = 0.9638703719244924 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.103780
[053] Training Loss = 0.9634524014110375 | Validation Loss = 0.9630081522264824 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.177297
[054] Training Loss = 0.9629391978058761 | Validation Loss = 0.9626142603403649 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.241360
[055] Training Loss = 0.9621907156711549 | Validation Loss = 0.9615124346633295 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.298951
[056] Training Loss = 0.9614545852678794 | Validation Loss = 0.9612489524058471 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.199338
[057] Training Loss = 0.9608513155089099 | Validation Loss = 0.9604587030903293 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.182778
[058] Training Loss = 0.9601619948501819 | Validation Loss = 0.9592384726323094 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.061819
[059] Training Loss = 0.9591584798949691 | Validation Loss = 0.9582590435682400 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.098345
[060] Training Loss = 0.9584488413332627 | Validation Loss = 0.9573891737483776 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.067264
[061] Training Loss = 0.9574209472663309 | Validation Loss = 0.9573122095734030 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.105781
[062] Training Loss = 0.9563777745988710 | Validation Loss = 0.9562180460257359 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.069402
[063] Training Loss = 0.9548779030281501 | Validation Loss = 0.9537618952888058 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.093371
[064] Training Loss = 0.9534201576777778 | Validation Loss = 0.9527029584576252 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.071538
[065] Training Loss = 0.9513481143320857 | Validation Loss = 0.9480415793795244 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.044491
[066] Training Loss = 0.9486050121288323 | Validation Loss = 0.9448256570709899 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.040540
[067] Training Loss = 0.9453581219918431 | Validation Loss = 0.9409106485095673 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.055534
[068] Training Loss = 0.9405799578132478 | Validation Loss = 0.9343586960454962 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.048977
[069] Training Loss = 0.9336292770283325 | Validation Loss = 0.9192186472796454 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.031097
[070] Training Loss = 0.9206479277756827 | Validation Loss = 0.8921753064308854 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.057177
[071] Training Loss = 0.8970516156720548 | Validation Loss = 0.8495671569419744 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.026800
[072] Training Loss = 0.8562970450053208 | Validation Loss = 0.7659903648641717 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.040828
[073] Training Loss = 0.7983835626259067 | Validation Loss = 0.6928142356465061 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.033522
[074] Training Loss = 0.7383676906465996 | Validation Loss = 0.6038657185231396 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.032130
[075] Training Loss = 0.6775037104689046 | Validation Loss = 0.5210950880543329 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.994314
[076] Training Loss = 0.6055281297599050 | Validation Loss = 0.4390254577030456 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.982478
[077] Training Loss = 0.5238586661483445 | Validation Loss = 0.3244046662699793 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.003961
[078] Training Loss = 0.4401298966454587 | Validation Loss = 0.2378275500018479 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.971687
[079] Training Loss = 0.3601938334463863 | Validation Loss = 0.1787306253582918 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.981088
[080] Training Loss = 0.2868226536201762 | Validation Loss = 0.1144485505372242 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.001650
[081] Training Loss = 0.2261203806615378 | Validation Loss = 0.0672168855872409 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.985350
[082] Training Loss = 0.1799679848714100 | Validation Loss = 0.0456623181743429 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.995734
[083] Training Loss = 0.1395857451504885 | Validation Loss = 0.0196221308647561 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.991898
[084] Training Loss = 0.1050265625931790 | Validation Loss = 0.0092996582387001 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.004344
[085] Training Loss = 0.0838340695625793 | Validation Loss = 0.0066079033662010 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.992907
[086] Training Loss = 0.0695380814245420 | Validation Loss = 0.0098961456666875 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.978488
[087] Training Loss = 0.0605421471183194 | Validation Loss = 0.0094650594574796 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.051294
[088] Training Loss = 0.0498236354056452 | Validation Loss = 0.0029643528619266 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.961871
[089] Training Loss = 0.0453981479075040 | Validation Loss = 0.0034204013157998 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.004112
[090] Training Loss = 0.0407621824544066 | Validation Loss = 0.0023081875413840 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.972867
[091] Training Loss = 0.0358959960078350 | Validation Loss = 0.0075476958323682 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.033728
[092] Training Loss = 0.0320572986061571 | Validation Loss = 0.0040891521039368 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.967736
[093] Training Loss = 0.0286258153971572 | Validation Loss = 0.0018618406366634 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.046116
[094] Training Loss = 0.0259294471433228 | Validation Loss = 0.0016302459873558 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.966869
[095] Training Loss = 0.0255062557971237 | Validation Loss = 0.0040973242739144 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.029443
[096] Training Loss = 0.0231829860644658 | Validation Loss = 0.0027913989703127 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.967728
[097] Training Loss = 0.0213475630720314 | Validation Loss = 0.0011020126065422 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.033265
[098] Training Loss = 0.0193829148358346 | Validation Loss = 0.0038655694827009 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.955809
[099] Training Loss = 0.0182272859291090 | Validation Loss = 0.0038386407284723 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.010641
[100] Training Loss = 0.0171860273926511 | Validation Loss = 0.0013970390625840 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.973957
Maximum Number of Epochs Reached.
