[001] Training Loss = 1.0151088918799875 | Validation Loss = 0.9702072097396474 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:05.257889
[050] Training Loss = 0.9699277772760668 | Validation Loss = 0.9700211752932002 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:01:00.132436
[051] Training Loss = 0.9699256209633809 | Validation Loss = 0.9700149580682556 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:01:00.021191
[052] Training Loss = 0.9699375599920550 | Validation Loss = 0.9700131676142049 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:59.785909
[053] Training Loss = 0.9699322144238266 | Validation Loss = 0.9700163269250781 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:59.817645
[054] Training Loss = 0.9699221325576252 | Validation Loss = 0.9700101550618604 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:59.906513
[055] Training Loss = 0.9699261080831036 | Validation Loss = 0.9700021420461915 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:59.899541
[056] Training Loss = 0.9699259352341697 | Validation Loss = 0.9700114838936298 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:59.915763
[057] Training Loss = 0.9700657353332708 | Validation Loss = 0.9700170313660160 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:59.900835
[058] Training Loss = 0.9699162479853456 | Validation Loss = 0.9700146191894710 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:59.910796
[059] Training Loss = 0.9700159266745452 | Validation Loss = 0.9700168712658028 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:59.894340
[060] Training Loss = 0.9699869839655462 | Validation Loss = 0.9700042820523742 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:59.909504
[061] Training Loss = 0.9699100076348146 | Validation Loss = 0.9700193741658021 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:59.923546
[062] Training Loss = 0.9699123142638117 | Validation Loss = 0.9700146111844604 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:59.928586
[063] Training Loss = 0.9699086627930240 | Validation Loss = 0.9700093598974684 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:59.944396
[064] Training Loss = 0.9699138177234062 | Validation Loss = 0.9700116306521586 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:59.947461
[065] Training Loss = 0.9699036987969701 | Validation Loss = 0.9700208150677205 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:59.933439
[066] Training Loss = 0.9699033599181857 | Validation Loss = 0.9700161027847797 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:59.903252
[067] Training Loss = 0.9698897425056103 | Validation Loss = 0.9700158626344599 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:59.934884
[068] Training Loss = 0.9698928899572083 | Validation Loss = 0.9700114545419241 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:59.936357
[069] Training Loss = 0.9698841665709639 | Validation Loss = 0.9700184936146296 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:59.926465
[070] Training Loss = 0.9698890122707491 | Validation Loss = 0.9700196543411751 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:59.927448
[071] Training Loss = 0.9698931333688287 | Validation Loss = 0.9700227015818990 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:59.912233
[072] Training Loss = 0.9698786081287483 | Validation Loss = 0.9700144057225201 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:59.914809
[073] Training Loss = 0.9699557586425820 | Validation Loss = 0.9700194275325398 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:59.922222
[074] Training Loss = 0.9698863670594493 | Validation Loss = 0.9700218156940528 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:59.916476
[075] Training Loss = 0.9698917476125392 | Validation Loss = 0.9700297833479947 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:59.914036
[076] Training Loss = 0.9698886573819432 | Validation Loss = 0.9700100723434171 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:59.907365
[077] Training Loss = 0.9698817191130755 | Validation Loss = 0.9700251324368023 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:59.929778
[078] Training Loss = 0.9698841238775736 | Validation Loss = 0.9700240917854167 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:59.905774
[079] Training Loss = 0.9698776549395161 | Validation Loss = 0.9700191500255035 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:59.918039
[080] Training Loss = 0.9698746165932484 | Validation Loss = 0.9700158492927754 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:59.887355
[081] Training Loss = 0.9698813808272547 | Validation Loss = 0.9700164976986387 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:59.923492
[082] Training Loss = 0.9698815937012419 | Validation Loss = 0.9700134157695353 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:59.921831
[083] Training Loss = 0.9698701655108406 | Validation Loss = 0.9700197904263562 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:59.912178
[084] Training Loss = 0.9698707291228873 | Validation Loss = 0.9700114572102609 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:59.920341
[085] Training Loss = 0.9698716274629723 | Validation Loss = 0.9700137626533305 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:59.923300
[086] Training Loss = 0.9698744277342933 | Validation Loss = 0.9699984170478984 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:59.921897
[087] Training Loss = 0.9698772105131837 | Validation Loss = 0.9700134477895779 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:59.936554
[088] Training Loss = 0.9698790973238440 | Validation Loss = 0.9700149500632449 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:59.923487
[089] Training Loss = 0.9698699513026851 | Validation Loss = 0.9700132129759320 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:59.930883
[090] Training Loss = 0.9699306184618868 | Validation Loss = 0.9700111823715616 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:59.923605
[091] Training Loss = 0.9699252757102360 | Validation Loss = 0.9700247935580177 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:59.897420
[092] Training Loss = 0.9698676050933575 | Validation Loss = 0.9700070090926717 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:59.909605
[093] Training Loss = 0.9698722551151042 | Validation Loss = 0.9700134531262518 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:59.861636
[094] Training Loss = 0.9698659608048718 | Validation Loss = 0.9700165483970395 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:59.901241
[095] Training Loss = 0.9698656370466630 | Validation Loss = 0.9700216822772085 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:59.913306
[096] Training Loss = 0.9698742916491121 | Validation Loss = 0.9700102644636728 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:59.928137
[097] Training Loss = 0.9698661564829102 | Validation Loss = 0.9700211966398953 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:59.925191
[098] Training Loss = 0.9698751508535894 | Validation Loss = 0.9700037323749756 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:59.836994
[099] Training Loss = 0.9698641697578574 | Validation Loss = 0.9700237395649477 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:59.905212
[100] Training Loss = 0.9698757441138238 | Validation Loss = 0.9700279315221957 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:59.909247
Maximum Number of Epochs Reached.
