[001] Training Loss = 0.9881215533445886 | Validation Loss = 0.9692326043615839 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.710415
[017] Training Loss = 0.0173302855009495 | Validation Loss = 0.0086322621969908 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.606919
[018] Training Loss = 0.0153507042717581 | Validation Loss = 0.0088015150558336 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.596879
[019] Training Loss = 0.0150222697191311 | Validation Loss = 0.0073976497158505 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.605661
[020] Training Loss = 0.0142174594189367 | Validation Loss = 0.0062471954543936 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.599768
[021] Training Loss = 0.0128519179400859 | Validation Loss = 0.0061428224356205 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.602906
[022] Training Loss = 0.0117675239890841 | Validation Loss = 0.0081526329152201 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.629290
[023] Training Loss = 0.0121662001569131 | Validation Loss = 0.0056890208204258 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.600113
[024] Training Loss = 0.0107885288447707 | Validation Loss = 0.0071018979470822 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.600437
[025] Training Loss = 0.0099428858005332 | Validation Loss = 0.0056565027785747 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.597927
[026] Training Loss = 0.0096776956036124 | Validation Loss = 0.0048777662318623 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.601009
[027] Training Loss = 0.0088722201277985 | Validation Loss = 0.0070763140997892 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.597776
[028] Training Loss = 0.0082521210708051 | Validation Loss = 0.0045749903268211 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.602278
[029] Training Loss = 0.0078127587738534 | Validation Loss = 0.0052623052219591 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.630216
[030] Training Loss = 0.0075430000367439 | Validation Loss = 0.0057042274847224 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.596078
[031] Training Loss = 0.0068428622969844 | Validation Loss = 0.0058838975724613 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.599872
[032] Training Loss = 0.0067585599268862 | Validation Loss = 0.0051483183104637 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.601396
[033] Training Loss = 0.0053371141219344 | Validation Loss = 0.0062715621439853 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.600598
[034] Training Loss = 0.0052704811451540 | Validation Loss = 0.0053405448411189 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.597921
[035] Training Loss = 0.0050078669912377 | Validation Loss = 0.0058161527932775 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.604582
[036] Training Loss = 0.0047820732133804 | Validation Loss = 0.0036658224608133 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.594966
[037] Training Loss = 0.0040908169982024 | Validation Loss = 0.0033925043904498 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.585059
[038] Training Loss = 0.0042421149308342 | Validation Loss = 0.0041874595786459 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.596547
[039] Training Loss = 0.0040833029267871 | Validation Loss = 0.0017706933534418 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.595992
[040] Training Loss = 0.0041590389302220 | Validation Loss = 0.0036157270936902 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.602000
[041] Training Loss = 0.0040323566948976 | Validation Loss = 0.0030038693677313 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.590119
[042] Training Loss = 0.0039631955638844 | Validation Loss = 0.0037527625363556 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:07.604393
[043] Training Loss = 0.0036946285403089 | Validation Loss = 0.0049907350269110 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:07.601354
[044] Training Loss = 0.0033150837874173 | Validation Loss = 0.0038021163455578 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:07.595569
[045] Training Loss = 0.0028674481949789 | Validation Loss = 0.0033190880195218 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:07.636301
[046] Training Loss = 0.0027021237406845 | Validation Loss = 0.0032221868339199 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:07.596583
[047] Training Loss = 0.0025418272321948 | Validation Loss = 0.0040812451572649 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:07.571354
[048] Training Loss = 0.0021640260150969 | Validation Loss = 0.0053903562075579 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:07.568348
[049] Training Loss = 0.0024165694104589 | Validation Loss = 0.0022726170823917 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:07.561487
[050] Training Loss = 0.0020926410036415 | Validation Loss = 0.0022995275960361 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:07.569830
[051] Training Loss = 0.0020040824995504 | Validation Loss = 0.0022261401234051 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.570441
[052] Training Loss = 0.0016586140659819 | Validation Loss = 0.0026764877484833 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.564582
[053] Training Loss = 0.0017065481080224 | Validation Loss = 0.0024498563595260 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.563106
[054] Training Loss = 0.0015463456236640 | Validation Loss = 0.0025676840501196 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.598955
[055] Training Loss = 0.0014809902046602 | Validation Loss = 0.0028048260910337 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.572020
[056] Training Loss = 0.0012907367388868 | Validation Loss = 0.0021288721821943 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.567486
[057] Training Loss = 0.0014194810114511 | Validation Loss = 0.0019361172061805 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.561347
[058] Training Loss = 0.0013168332380878 | Validation Loss = 0.0023746618547591 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.550101
[059] Training Loss = 0.0010405314563492 | Validation Loss = 0.0027117852488594 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.583945
[060] Training Loss = 0.0010581121755280 | Validation Loss = 0.0023102639726163 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.600917
[061] Training Loss = 0.0008386601038896 | Validation Loss = 0.0012930180369241 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.594576
[062] Training Loss = 0.0008881841967625 | Validation Loss = 0.0017531844173315 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.584932
[063] Training Loss = 0.0009999989969099 | Validation Loss = 0.0025184435097336 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.598704
[064] Training Loss = 0.0008647764986459 | Validation Loss = 0.0005080751731364 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.595887
[065] Training Loss = 0.0008973656336081 | Validation Loss = 0.0011134137273375 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.596995
[066] Training Loss = 0.0008008833233337 | Validation Loss = 0.0015359846794199 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.580752
[067] Training Loss = 0.0006525016295769 | Validation Loss = 0.0027370512617904 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.597398
[068] Training Loss = 0.0008375901372795 | Validation Loss = 0.0008052567743944 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:07.598697
[069] Training Loss = 0.0006353561249461 | Validation Loss = 0.0018193523162533 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:07.600124
[070] Training Loss = 0.0006259642783293 | Validation Loss = 0.0021029606740761 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:07.618443
[071] Training Loss = 0.0006293346000443 | Validation Loss = 0.0020809446876549 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:07.592618
[072] Training Loss = 0.0006014853017282 | Validation Loss = 0.0015151860852219 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:07.598591
[073] Training Loss = 0.0004987419671025 | Validation Loss = 0.0013104680429185 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:07.598478
[074] Training Loss = 0.0005951696948898 | Validation Loss = 0.0016579128872132 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:07.590232
[075] Training Loss = 0.0005148709025514 | Validation Loss = 0.0010583163262453 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:07.592867
[076] Training Loss = 0.0004445809343112 | Validation Loss = 0.0013730296975677 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:07.597854
[077] Training Loss = 0.0004217837308857 | Validation Loss = 0.0015043550777939 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:07.592146
[078] Training Loss = 0.0003552116546386 | Validation Loss = 0.0019138741844197 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:07.630959
[079] Training Loss = 0.0004004210881698 | Validation Loss = 0.0015099191999248 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:07.584072
[080] Training Loss = 0.0005146998588563 | Validation Loss = 0.0025586794346017 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:07.592335
[081] Training Loss = 0.0003688121328584 | Validation Loss = 0.0014179345631428 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:07.594400
[082] Training Loss = 0.0003972542646370 | Validation Loss = 0.0011190581041301 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:07.587572
[083] Training Loss = 0.0003546682902194 | Validation Loss = 0.0008945719192704 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:07.590951
[084] Training Loss = 0.0004086738650261 | Validation Loss = 0.0018583667649617 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:07.595196
[085] Training Loss = 0.0004012042032084 | Validation Loss = 0.0014265002346371 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:07.589500
[086] Training Loss = 0.0003985212504028 | Validation Loss = 0.0017495721067618 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:07.586296
[087] Training Loss = 0.0003258110519653 | Validation Loss = 0.0008888140248080 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:07.611331
[088] Training Loss = 0.0003834530263495 | Validation Loss = 0.0013049965901212 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:07.595799
[089] Training Loss = 0.0003480316040770 | Validation Loss = 0.0010433996963575 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:07.593599
[090] Training Loss = 0.0003626035643738 | Validation Loss = 0.0013044156529215 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:07.584113
[091] Training Loss = 0.0003521217148786 | Validation Loss = 0.0007966540347757 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:07.590035
[092] Training Loss = 0.0003046692173841 | Validation Loss = 0.0010137565445106 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:07.594568
[093] Training Loss = 0.0004465300375800 | Validation Loss = 0.0010345392205416 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:07.594045
[094] Training Loss = 0.0003447116553278 | Validation Loss = 0.0011770834935671 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:07.591041
[095] Training Loss = 0.0003306020952877 | Validation Loss = 0.0008817065648951 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:07.629493
[096] Training Loss = 0.0003192428152800 | Validation Loss = 0.0005959742291515 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:07.592988
[097] Training Loss = 0.0003343843110360 | Validation Loss = 0.0009683276862338 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:07.597542
[098] Training Loss = 0.0003786105647747 | Validation Loss = 0.0009750508118264 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:07.587484
[099] Training Loss = 0.0003426082850689 | Validation Loss = 0.0008021569812445 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:07.600231
[100] Training Loss = 0.0003380501158828 | Validation Loss = 0.0009223147234102 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:07.599356
Maximum Number of Epochs Reached.
