[001] Training Loss = 0.0002042704719764 | Validation Loss = 0.0001930358336522 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.908966
[040] Training Loss = 0.0001878837189104 | Validation Loss = 0.0001890513887772 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:13.450641
[041] Training Loss = 0.0001878844299887 | Validation Loss = 0.0001890546716177 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.445517
[042] Training Loss = 0.0001878821329174 | Validation Loss = 0.0001890547101314 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.448858
[043] Training Loss = 0.0001878834569556 | Validation Loss = 0.0001890544873018 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.448109
[044] Training Loss = 0.0001878868692960 | Validation Loss = 0.0001890517509901 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.450215
[045] Training Loss = 0.0001878830968824 | Validation Loss = 0.0001890517995908 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.452637
[046] Training Loss = 0.0001878841192294 | Validation Loss = 0.0001890472696378 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.447133
[047] Training Loss = 0.0001878859183727 | Validation Loss = 0.0001890529898497 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.444328
[048] Training Loss = 0.0001878838894714 | Validation Loss = 0.0001890544918867 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.448624
[049] Training Loss = 0.0001878847549104 | Validation Loss = 0.0001890542259583 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.450559
[050] Training Loss = 0.0001878823023576 | Validation Loss = 0.0001890511035919 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.441117
[051] Training Loss = 0.0001878834705067 | Validation Loss = 0.0001890500618861 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.449305
[052] Training Loss = 0.0001878840508624 | Validation Loss = 0.0001890517344842 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.447591
[053] Training Loss = 0.0001878823584980 | Validation Loss = 0.0001890529880157 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.448197
[054] Training Loss = 0.0001878809991046 | Validation Loss = 0.0001890546752856 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.447666
[055] Training Loss = 0.0001878828512298 | Validation Loss = 0.0001890550063207 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.448750
[056] Training Loss = 0.0001878831132864 | Validation Loss = 0.0001890529238261 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.447685
[057] Training Loss = 0.0001878829367140 | Validation Loss = 0.0001890480729250 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.446809
[058] Training Loss = 0.0001878833580221 | Validation Loss = 0.0001890545414044 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.446707
[059] Training Loss = 0.0001878814684020 | Validation Loss = 0.0001890518848713 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.450417
[060] Training Loss = 0.0001878817081451 | Validation Loss = 0.0001890533850743 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.446335
[061] Training Loss = 0.0001878805588453 | Validation Loss = 0.0001890492585989 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.444761
[062] Training Loss = 0.0001878817959728 | Validation Loss = 0.0001890508284936 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.446914
[063] Training Loss = 0.0001878812479158 | Validation Loss = 0.0001890503342335 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.437403
[064] Training Loss = 0.0001878814419111 | Validation Loss = 0.0001890497968747 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.447841
[065] Training Loss = 0.0001878815083422 | Validation Loss = 0.0001890552731661 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.443229
[066] Training Loss = 0.0001878823275240 | Validation Loss = 0.0001890530081896 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.440944
[067] Training Loss = 0.0001878813363548 | Validation Loss = 0.0001890494401638 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.448414
[068] Training Loss = 0.0001878801171596 | Validation Loss = 0.0001890515951010 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.445257
[069] Training Loss = 0.0001878802848677 | Validation Loss = 0.0001890496437366 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.449016
[070] Training Loss = 0.0001878805590491 | Validation Loss = 0.0001890483287665 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.441226
[071] Training Loss = 0.0001878813749705 | Validation Loss = 0.0001890490531921 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.443298
[072] Training Loss = 0.0001878818152297 | Validation Loss = 0.0001890510779161 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.449460
[073] Training Loss = 0.0001878804878292 | Validation Loss = 0.0001890500994829 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.447755
[074] Training Loss = 0.0001878803683142 | Validation Loss = 0.0001890511943744 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.448885
[075] Training Loss = 0.0001878804942482 | Validation Loss = 0.0001890500261233 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.446402
[076] Training Loss = 0.0001878790922654 | Validation Loss = 0.0001890512979948 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.437859
[077] Training Loss = 0.0001878792158559 | Validation Loss = 0.0001890539040932 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.447185
[078] Training Loss = 0.0001878815820074 | Validation Loss = 0.0001890509816316 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.446487
[079] Training Loss = 0.0001878800979027 | Validation Loss = 0.0001890505772371 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.450364
[080] Training Loss = 0.0001878819088651 | Validation Loss = 0.0001890541324249 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.443547
[081] Training Loss = 0.0001878800906687 | Validation Loss = 0.0001890501765104 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.446591
[082] Training Loss = 0.0001878809911573 | Validation Loss = 0.0001890522324122 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.448391
[083] Training Loss = 0.0001878792812682 | Validation Loss = 0.0001890532732010 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.446430
[084] Training Loss = 0.0001878813266754 | Validation Loss = 0.0001890498940761 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.450210
[085] Training Loss = 0.0001878791253791 | Validation Loss = 0.0001890518215986 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.446711
[086] Training Loss = 0.0001878791117261 | Validation Loss = 0.0001890524405700 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.445490
[087] Training Loss = 0.0001878791111147 | Validation Loss = 0.0001890501425816 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.446416
[088] Training Loss = 0.0001878803262344 | Validation Loss = 0.0001890550310795 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.436896
[089] Training Loss = 0.0001878796916742 | Validation Loss = 0.0001890489688286 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.444901
[090] Training Loss = 0.0001878793664468 | Validation Loss = 0.0001890489009710 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.444413
[091] Training Loss = 0.0001878795989558 | Validation Loss = 0.0001890495566221 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.448486
[092] Training Loss = 0.0001878797348748 | Validation Loss = 0.0001890515611722 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.444716
[093] Training Loss = 0.0001878803332647 | Validation Loss = 0.0001890477217161 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.445511
[094] Training Loss = 0.0001878805508980 | Validation Loss = 0.0001890497528590 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.442896
[095] Training Loss = 0.0001878808493288 | Validation Loss = 0.0001890493402114 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.447232
[096] Training Loss = 0.0001878801730963 | Validation Loss = 0.0001890490972079 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.449633
[097] Training Loss = 0.0001878788909342 | Validation Loss = 0.0001890532007584 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.444858
[098] Training Loss = 0.0001878794735313 | Validation Loss = 0.0001890521159539 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.439066
[099] Training Loss = 0.0001878782940726 | Validation Loss = 0.0001890518078437 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.443917
[100] Training Loss = 0.0001878790794275 | Validation Loss = 0.0001890524011392 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.447097
Maximum Number of Epochs Reached.
