[001] Training Loss = 0.0002291879271850 | Validation Loss = 0.0001901383684232 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.825736
[015] Training Loss = 0.0001878924850725 | Validation Loss = 0.0001890598453008 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:13.695120
[016] Training Loss = 0.0001878883226305 | Validation Loss = 0.0001890526973284 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:13.674475
[017] Training Loss = 0.0001878854941099 | Validation Loss = 0.0001890498399734 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:13.682329
[018] Training Loss = 0.0001878935269820 | Validation Loss = 0.0001890430184511 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:13.662454
[019] Training Loss = 0.0001878931419462 | Validation Loss = 0.0001890559334021 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:13.648179
[020] Training Loss = 0.0001878897111640 | Validation Loss = 0.0001890568531477 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:13.654151
[021] Training Loss = 0.0001878937346304 | Validation Loss = 0.0001890552135614 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:13.633336
[022] Training Loss = 0.0001878862032524 | Validation Loss = 0.0001890464287538 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:13.631125
[023] Training Loss = 0.0001878901741444 | Validation Loss = 0.0001890563909824 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:13.619957
[024] Training Loss = 0.0001878832385071 | Validation Loss = 0.0001890555684383 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:13.613829
[025] Training Loss = 0.0001880398691210 | Validation Loss = 0.0001890496162268 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:13.627694
[026] Training Loss = 0.0001878860865903 | Validation Loss = 0.0001890600763834 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:13.614712
[027] Training Loss = 0.0001878871450057 | Validation Loss = 0.0001890498399734 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:13.610303
[028] Training Loss = 0.0001878862099770 | Validation Loss = 0.0001890530072726 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:13.612665
[029] Training Loss = 0.0001878850208388 | Validation Loss = 0.0001890530072726 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:13.608806
[030] Training Loss = 0.0001878876964251 | Validation Loss = 0.0001890560425245 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:13.609257
[031] Training Loss = 0.0001878888559138 | Validation Loss = 0.0001890527541821 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:13.629195
[032] Training Loss = 0.0001878877835396 | Validation Loss = 0.0001890566642468 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:13.612465
[033] Training Loss = 0.0001878834985260 | Validation Loss = 0.0001890498243845 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:13.611217
[034] Training Loss = 0.0001878838937507 | Validation Loss = 0.0001890562213384 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:13.615587
[035] Training Loss = 0.0001878866080545 | Validation Loss = 0.0001890442013741 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:13.599091
[036] Training Loss = 0.0001878813750723 | Validation Loss = 0.0001890579315332 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:13.619480
[037] Training Loss = 0.0001878825825504 | Validation Loss = 0.0001890506891104 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:13.609931
[038] Training Loss = 0.0001878864530824 | Validation Loss = 0.0001890521104519 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:13.613986
[039] Training Loss = 0.0001878875545966 | Validation Loss = 0.0001890521700566 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:13.616800
[040] Training Loss = 0.0001878833745280 | Validation Loss = 0.0001890557252444 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.614417
[041] Training Loss = 0.0001878828996267 | Validation Loss = 0.0001890548009139 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.614500
[042] Training Loss = 0.0001878880140109 | Validation Loss = 0.0001890532493591 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.616900
[043] Training Loss = 0.0001878813430794 | Validation Loss = 0.0001890533603155 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:13.608181
[044] Training Loss = 0.0001878831109430 | Validation Loss = 0.0001890568476457 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.607967
[045] Training Loss = 0.0001878805424413 | Validation Loss = 0.0001890545349855 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.609922
[046] Training Loss = 0.0001878800106864 | Validation Loss = 0.0001890626091223 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.613815
[047] Training Loss = 0.0001878832705001 | Validation Loss = 0.0001890643541629 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:13.608612
[048] Training Loss = 0.0001878830605083 | Validation Loss = 0.0001890553456086 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.607742
[049] Training Loss = 0.0001878781843389 | Validation Loss = 0.0001890536959355 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.617220
[050] Training Loss = 0.0001878835629194 | Validation Loss = 0.0001890511255998 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.617672
[051] Training Loss = 0.0001878804587910 | Validation Loss = 0.0001890580479915 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:13.616062
[052] Training Loss = 0.0001878771036099 | Validation Loss = 0.0001890530072726 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.611055
[053] Training Loss = 0.0001878824931944 | Validation Loss = 0.0001890535464654 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.623253
[054] Training Loss = 0.0001878797036970 | Validation Loss = 0.0001890620149099 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.621109
[055] Training Loss = 0.0001878790947107 | Validation Loss = 0.0001890540801562 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:13.616642
[056] Training Loss = 0.0001878842353821 | Validation Loss = 0.0001890543910173 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.612157
[057] Training Loss = 0.0001878784388558 | Validation Loss = 0.0001890578389168 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.623201
[058] Training Loss = 0.0001878778910026 | Validation Loss = 0.0001890564900178 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.621264
[059] Training Loss = 0.0001878806460617 | Validation Loss = 0.0001890560883742 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:13.611482
[060] Training Loss = 0.0001878824498918 | Validation Loss = 0.0001890551090240 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.617531
[061] Training Loss = 0.0001878804323001 | Validation Loss = 0.0001890551246130 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.615115
[062] Training Loss = 0.0001878760980745 | Validation Loss = 0.0001890562910300 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.617935
[063] Training Loss = 0.0001878790604763 | Validation Loss = 0.0001890559664139 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:13.608073
[064] Training Loss = 0.0001878790867634 | Validation Loss = 0.0001890574702850 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.616965
[065] Training Loss = 0.0001878800421698 | Validation Loss = 0.0001890569255902 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.620551
[066] Training Loss = 0.0001878813028336 | Validation Loss = 0.0001890594454912 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.629506
[067] Training Loss = 0.0001878743434564 | Validation Loss = 0.0001890581745368 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:13.608863
[068] Training Loss = 0.0001878773802366 | Validation Loss = 0.0001890571062381 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.645700
[069] Training Loss = 0.0001878785132343 | Validation Loss = 0.0001890572318664 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.623001
[070] Training Loss = 0.0001878805114673 | Validation Loss = 0.0001890528633044 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.622825
[071] Training Loss = 0.0001878801730963 | Validation Loss = 0.0001890556252920 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:13.624123
[072] Training Loss = 0.0001878769883743 | Validation Loss = 0.0001890581681178 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.616970
[073] Training Loss = 0.0001878816339705 | Validation Loss = 0.0001890535006156 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.622416
[074] Training Loss = 0.0001878783510281 | Validation Loss = 0.0001890602698693 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.616735
[075] Training Loss = 0.0001878789539011 | Validation Loss = 0.0001890591263771 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:13.613966
[076] Training Loss = 0.0001878796127107 | Validation Loss = 0.0001890577838971 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.617818
[077] Training Loss = 0.0001878795099055 | Validation Loss = 0.0001890561002951 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.621577
[078] Training Loss = 0.0001878804838555 | Validation Loss = 0.0001890578324978 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.624033
[079] Training Loss = 0.0001878792055652 | Validation Loss = 0.0001890569888628 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:13.620873
[080] Training Loss = 0.0001878755265831 | Validation Loss = 0.0001890582451454 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.627541
[081] Training Loss = 0.0001878794608972 | Validation Loss = 0.0001890560718683 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.625985
[082] Training Loss = 0.0001878770921984 | Validation Loss = 0.0001890662862704 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.625092
[083] Training Loss = 0.0001878748249804 | Validation Loss = 0.0001890561874096 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:13.622011
[084] Training Loss = 0.0001878750621763 | Validation Loss = 0.0001890614711321 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.618171
[085] Training Loss = 0.0001878780728731 | Validation Loss = 0.0001890628292010 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.617138
[086] Training Loss = 0.0001878764832122 | Validation Loss = 0.0001890584166233 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.618119
[087] Training Loss = 0.0001878783239259 | Validation Loss = 0.0001890568137169 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:13.616834
[088] Training Loss = 0.0001878794922788 | Validation Loss = 0.0001890583652716 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.607341
[089] Training Loss = 0.0001878802843583 | Validation Loss = 0.0001890538426546 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.615312
[090] Training Loss = 0.0001878767365064 | Validation Loss = 0.0001890585413346 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.614668
[091] Training Loss = 0.0001878768062999 | Validation Loss = 0.0001890573978424 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:13.621478
[092] Training Loss = 0.0001878778184581 | Validation Loss = 0.0001890648823518 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.613693
[093] Training Loss = 0.0001878785870014 | Validation Loss = 0.0001890656920580 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.611911
[094] Training Loss = 0.0001878785990242 | Validation Loss = 0.0001890593666297 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.617446
[095] Training Loss = 0.0001878782483248 | Validation Loss = 0.0001890563533856 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:13.617504
[096] Training Loss = 0.0001878781537724 | Validation Loss = 0.0001890690308351 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.615591
[097] Training Loss = 0.0001878795082753 | Validation Loss = 0.0001890549888978 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.621160
[098] Training Loss = 0.0001878772391213 | Validation Loss = 0.0001890568650686 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.626297
[099] Training Loss = 0.0001878793656317 | Validation Loss = 0.0001890575335576 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:13.603039
[100] Training Loss = 0.0001878785443102 | Validation Loss = 0.0001890622184827 | Learning Rate = 0.0000014167099449 | Elapsed Time = 0:00:13.600666
Maximum Number of Epochs Reached.
