[001] Training Loss = 1.0402304751130731 | Validation Loss = 0.9513789793336496 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.376759
[049] Training Loss = 0.0001830897726814 | Validation Loss = 0.0000292041981666 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:04.109735
[050] Training Loss = 0.0001306195801093 | Validation Loss = 0.0001206087053547 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:04.109653
[051] Training Loss = 0.0000745436214796 | Validation Loss = 0.0000403667321209 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:04.114850
[052] Training Loss = 0.0000803198362713 | Validation Loss = 0.0001971496245877 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:04.106012
[053] Training Loss = 0.0000925896888132 | Validation Loss = 0.0001889186069983 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:04.106713
[054] Training Loss = 0.0000975038090935 | Validation Loss = 0.0003217027001922 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:04.115148
[055] Training Loss = 0.0000715989439456 | Validation Loss = 0.0002029602607796 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.104978
[056] Training Loss = 0.0000401330928466 | Validation Loss = 0.0001110767515590 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.104682
[057] Training Loss = 0.0000572558107598 | Validation Loss = 0.0002039742072602 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.107969
[058] Training Loss = 0.0000186173453647 | Validation Loss = 0.0001996538955813 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.109181
[059] Training Loss = 0.0000463631007237 | Validation Loss = 0.0000000890794257 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.110549
[060] Training Loss = 0.0000151699234809 | Validation Loss = 0.0000112566577828 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.086860
[061] Training Loss = 0.0000303384540989 | Validation Loss = 0.0002100868778660 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.095016
[062] Training Loss = 0.0000277809804689 | Validation Loss = 0.0001979839124270 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:04.097808
[063] Training Loss = 0.0000269296189957 | Validation Loss = 0.0000001104685033 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.102436
[064] Training Loss = 0.0000522197747322 | Validation Loss = 0.0000000733177216 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.097425
[065] Training Loss = 0.0000082562872363 | Validation Loss = 0.0000000677409312 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.086717
[066] Training Loss = 0.0000482631318904 | Validation Loss = 0.0000000834609042 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.080315
[067] Training Loss = 0.0000062369113506 | Validation Loss = 0.0000000831093515 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.086869
[068] Training Loss = 0.0000449521877945 | Validation Loss = 0.0000202002222571 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:04.094174
[069] Training Loss = 0.0000440088987843 | Validation Loss = 0.0000002530674124 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.090492
[070] Training Loss = 0.0000374959304090 | Validation Loss = 0.0000000624726979 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.100633
[071] Training Loss = 0.0000034495064710 | Validation Loss = 0.0000000703611375 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.077066
[072] Training Loss = 0.0000327756130784 | Validation Loss = 0.0000000599144560 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.083439
[073] Training Loss = 0.0000174044631516 | Validation Loss = 0.0000134522970575 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.081080
[074] Training Loss = 0.0000332864356951 | Validation Loss = 0.0000000547309495 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.087095
[075] Training Loss = 0.0000098132773675 | Validation Loss = 0.0000492405399261 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.091746
[076] Training Loss = 0.0000006639683900 | Validation Loss = 0.0000232777051032 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.089971
[077] Training Loss = 0.0000334691436561 | Validation Loss = 0.0000000508588107 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.094127
[078] Training Loss = 0.0000231884815156 | Validation Loss = 0.0000050474732954 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.079852
[079] Training Loss = 0.0000590941269920 | Validation Loss = 0.0000456318077298 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.086795
[080] Training Loss = 0.0000081478728297 | Validation Loss = 0.0000000671061129 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:04.095134
[081] Training Loss = 0.0000332217270822 | Validation Loss = 0.0000083947640416 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:04.088303
[082] Training Loss = 0.0000096363334949 | Validation Loss = 0.0000005007894523 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:04.091392
[083] Training Loss = 0.0000325185181245 | Validation Loss = 0.0000032125499268 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:04.094877
[084] Training Loss = 0.0000252497662292 | Validation Loss = 0.0000495179959959 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:04.096431
[085] Training Loss = 0.0000118998828732 | Validation Loss = 0.0000913688346983 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:04.100354
[086] Training Loss = 0.0000219800572220 | Validation Loss = 0.0000590051331361 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:04.103787
[087] Training Loss = 0.0000070323728419 | Validation Loss = 0.0000524159238962 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:04.096560
[088] Training Loss = 0.0000272051392772 | Validation Loss = 0.0000780239698916 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:04.098345
[089] Training Loss = 0.0000009893542261 | Validation Loss = 0.0000006162783315 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.102701
[090] Training Loss = 0.0000001923707445 | Validation Loss = 0.0000335604984797 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.104691
[091] Training Loss = 0.0000111544410746 | Validation Loss = 0.0000009527851504 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.102908
[092] Training Loss = 0.0000028447366452 | Validation Loss = 0.0000000380372511 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.104853
[093] Training Loss = 0.0000057613973061 | Validation Loss = 0.0000000361947605 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.087935
[094] Training Loss = 0.0000378308685887 | Validation Loss = 0.0000000366171297 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.074246
[095] Training Loss = 0.0000374037644287 | Validation Loss = 0.0000000450379567 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.087320
[096] Training Loss = 0.0000355515600354 | Validation Loss = 0.0000338067131423 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.092734
[097] Training Loss = 0.0000074612156566 | Validation Loss = 0.0000000347152039 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.087393
[098] Training Loss = 0.0000123800182489 | Validation Loss = 0.0000000348391326 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.080643
[099] Training Loss = 0.0000046230225017 | Validation Loss = 0.0000000339362237 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.081827
[100] Training Loss = 0.0000521638472107 | Validation Loss = 0.0000000729851375 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:04.092115
Maximum Number of Epochs Reached.
