[001] Training Loss = 1.0140149193577854 | Validation Loss = 0.9976962905729537 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:02:57.002414
[035] Training Loss = 0.9962324830138203 | Validation Loss = 0.9961913662611934 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:02:59.088375
[036] Training Loss = 0.9962324598674686 | Validation Loss = 0.9963297793119439 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:02:59.178420
[037] Training Loss = 0.9962358601731157 | Validation Loss = 0.9961114711465674 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:02:59.263366
[038] Training Loss = 0.9962373827309883 | Validation Loss = 0.9963723335748288 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:02:59.129822
[039] Training Loss = 0.9962371604041899 | Validation Loss = 0.9961808215752470 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:02:59.142708
[040] Training Loss = 0.9962347258496081 | Validation Loss = 0.9963026816344637 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:02:59.230707
[041] Training Loss = 0.9962359462866804 | Validation Loss = 0.9962414309060624 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:02:59.286586
[042] Training Loss = 0.9962335067830432 | Validation Loss = 0.9962101888134144 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:02:59.301844
[043] Training Loss = 0.9962377427176672 | Validation Loss = 0.9962866823280250 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:02:59.185785
[044] Training Loss = 0.9962380618936737 | Validation Loss = 0.9963769933008775 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:02:59.183535
[045] Training Loss = 0.9962339869175606 | Validation Loss = 0.9962420202243569 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:02:59.171237
[046] Training Loss = 0.9962364127161212 | Validation Loss = 0.9963442573548783 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:02:59.158169
[047] Training Loss = 0.9962355660469437 | Validation Loss = 0.9962321553102106 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:02:58.964564
[048] Training Loss = 0.9962325716399824 | Validation Loss = 0.9962808768575716 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:02:59.095720
[049] Training Loss = 0.9962353230102519 | Validation Loss = 0.9962023906248214 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:02:59.077459
[050] Training Loss = 0.9962302755828136 | Validation Loss = 0.9963481358915599 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:02:59.012009
[051] Training Loss = 0.9962327013813743 | Validation Loss = 0.9962147580859574 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:02:59.001358
[052] Training Loss = 0.9962332529345687 | Validation Loss = 0.9962465867558846 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:02:59.030800
[053] Training Loss = 0.9962333778030444 | Validation Loss = 0.9963061599829081 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:02:59.239386
[054] Training Loss = 0.9962366743308060 | Validation Loss = 0.9962696414357638 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:02:59.057794
[055] Training Loss = 0.9962297572263604 | Validation Loss = 0.9961169285080749 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:02:58.966625
[056] Training Loss = 0.9962339875266751 | Validation Loss = 0.9962917340192646 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:02:59.023187
[057] Training Loss = 0.9962349508412824 | Validation Loss = 0.9962419188067900 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:02:59.060023
[058] Training Loss = 0.9962340125003704 | Validation Loss = 0.9963016373076258 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:02:59.166336
[059] Training Loss = 0.9962337622304436 | Validation Loss = 0.9962695783924114 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:02:59.119810
[060] Training Loss = 0.9962329164749378 | Validation Loss = 0.9961902835601411 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:02:59.027997
[061] Training Loss = 0.9962343339605563 | Validation Loss = 0.9961891542618281 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:02:58.970718
[062] Training Loss = 0.9962335593953097 | Validation Loss = 0.9962205909665641 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:02:58.961816
[063] Training Loss = 0.9962356626677339 | Validation Loss = 0.9962106575270346 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:02:59.034815
[064] Training Loss = 0.9962328295999798 | Validation Loss = 0.9963483442087245 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:02:59.087831
[065] Training Loss = 0.9962312494046465 | Validation Loss = 0.9963591602551879 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:02:59.007021
[066] Training Loss = 0.9962355888125988 | Validation Loss = 0.9963272054985558 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:02:58.927959
[067] Training Loss = 0.9962331649175211 | Validation Loss = 0.9962219148769649 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:02:59.028557
[068] Training Loss = 0.9962340094547977 | Validation Loss = 0.9962326103187541 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:02:59.042459
[069] Training Loss = 0.9962333519918167 | Validation Loss = 0.9961408520898114 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:02:59.076427
[070] Training Loss = 0.9962353562831323 | Validation Loss = 0.9961762906769186 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:02:59.032897
[071] Training Loss = 0.9962329121349968 | Validation Loss = 0.9962641018437967 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:02:59.182763
