[001] Training Loss = 0.0003480105265311 | Validation Loss = 0.0003361559688813 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:11.803469
[072] Training Loss = 0.0003359163535193 | Validation Loss = 0.0003359285122226 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:01:11.669832
[073] Training Loss = 0.0003359176517048 | Validation Loss = 0.0003359291625394 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:01:11.726766
[074] Training Loss = 0.0003359165177477 | Validation Loss = 0.0003359251562723 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:01:11.687281
[075] Training Loss = 0.0003359163749852 | Validation Loss = 0.0003359251852629 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:01:11.688154
[076] Training Loss = 0.0003359172638494 | Validation Loss = 0.0003359239279992 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:01:11.675015
[077] Training Loss = 0.0003359200548311 | Validation Loss = 0.0003359245929273 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:01:11.695797
[078] Training Loss = 0.0003359176897662 | Validation Loss = 0.0003359216806490 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:01:11.655519
[079] Training Loss = 0.0003359196197662 | Validation Loss = 0.0003359253332309 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:01:11.679116
[080] Training Loss = 0.0003359162650787 | Validation Loss = 0.0003359250379907 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:01:11.619073
[081] Training Loss = 0.0003359174213005 | Validation Loss = 0.0003359244765011 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:01:11.562973
[082] Training Loss = 0.0003359184250964 | Validation Loss = 0.0003359236921318 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:01:11.552307
[083] Training Loss = 0.0003359201219604 | Validation Loss = 0.0003359235889253 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:01:11.555333
[084] Training Loss = 0.0003359174941764 | Validation Loss = 0.0003359228792358 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:01:11.561095
[085] Training Loss = 0.0003359193484401 | Validation Loss = 0.0003359247863525 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:01:11.550922
[086] Training Loss = 0.0003359175960429 | Validation Loss = 0.0003359241506469 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:01:11.556153
[087] Training Loss = 0.0003359181245993 | Validation Loss = 0.0003359237948744 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:01:11.546026
[088] Training Loss = 0.0003359196329086 | Validation Loss = 0.0003359208828280 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:01:11.554070
[089] Training Loss = 0.0003359181068184 | Validation Loss = 0.0003359237818866 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:01:11.549206
[090] Training Loss = 0.0003359201669023 | Validation Loss = 0.0003359244164326 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:01:11.558439
[091] Training Loss = 0.0003359185506191 | Validation Loss = 0.0003359244018213 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:01:11.551063
[092] Training Loss = 0.0003359141408804 | Validation Loss = 0.0003359246838417 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:01:11.552936
[093] Training Loss = 0.0003359160434875 | Validation Loss = 0.0003359245799395 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:01:11.560126
[094] Training Loss = 0.0003359178506447 | Validation Loss = 0.0003359262210386 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:01:11.547524
[095] Training Loss = 0.0003359163789021 | Validation Loss = 0.0003359235297845 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:01:11.556427
[096] Training Loss = 0.0003359176287185 | Validation Loss = 0.0003359239437701 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:01:11.550115
[097] Training Loss = 0.0003359179521504 | Validation Loss = 0.0003359233382147 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:01:11.555298
[098] Training Loss = 0.0003359182708922 | Validation Loss = 0.0003359241657220 | Learning Rate = 0.0000014167099449 | Elapsed Time = 0:01:11.553155
[099] Training Loss = 0.0003359154267740 | Validation Loss = 0.0003359189017274 | Learning Rate = 0.0000014167099449 | Elapsed Time = 0:01:11.561012
[100] Training Loss = 0.0003359177106910 | Validation Loss = 0.0003359242849313 | Learning Rate = 0.0000014167099449 | Elapsed Time = 0:01:11.510018
Maximum Number of Epochs Reached.
