[001] Training Loss = 1.4138294397104205 | Validation Loss = 0.9734917903575143 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.732431
[025] Training Loss = 0.9682278020820644 | Validation Loss = 0.9688985686084957 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.145952
[026] Training Loss = 0.9677724812265640 | Validation Loss = 0.9674826663382802 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.136780
[027] Training Loss = 0.9669255172999777 | Validation Loss = 0.9679926602306492 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.138376
[028] Training Loss = 0.9664305467372410 | Validation Loss = 0.9653811028851350 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.131017
[029] Training Loss = 0.9656457473515724 | Validation Loss = 0.9659233089403935 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.125821
[030] Training Loss = 0.9641958062936282 | Validation Loss = 0.9642541788313488 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.141758
[031] Training Loss = 0.9627469509523149 | Validation Loss = 0.9617486318419830 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.134185
[032] Training Loss = 0.9614597505751272 | Validation Loss = 0.9596675638844602 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.133530
[033] Training Loss = 0.9594802964440101 | Validation Loss = 0.9577780718420127 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.115257
[034] Training Loss = 0.9563088772510259 | Validation Loss = 0.9574662126367851 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.111507
[035] Training Loss = 0.9535484631745372 | Validation Loss = 0.9480299674444802 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.102725
[036] Training Loss = 0.9495933338702975 | Validation Loss = 0.9455501939210973 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.080694
[037] Training Loss = 0.9430112227509324 | Validation Loss = 0.9335843333407140 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.088751
[038] Training Loss = 0.9339867135029482 | Validation Loss = 0.9216359236835659 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.095965
[039] Training Loss = 0.9227270072292616 | Validation Loss = 0.9092197732486401 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.090664
[040] Training Loss = 0.9072568218917181 | Validation Loss = 0.8861510109152009 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.097520
[041] Training Loss = 0.8906639450756534 | Validation Loss = 0.8744970789168044 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.088490
[042] Training Loss = 0.8759082294719894 | Validation Loss = 0.8554679651619906 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.097388
[043] Training Loss = 0.8625885101977028 | Validation Loss = 0.8475754702651258 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.098526
[044] Training Loss = 0.8531649446457991 | Validation Loss = 0.8350342922370644 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.096299
[045] Training Loss = 0.8425994299315851 | Validation Loss = 0.8291008342469096 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.099713
[046] Training Loss = 0.8342108114539670 | Validation Loss = 0.8183569145284901 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.089639
[047] Training Loss = 0.8242257886856171 | Validation Loss = 0.8082826326299991 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.098599
[048] Training Loss = 0.8174265579586477 | Validation Loss = 0.8039873573776840 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.088727
[049] Training Loss = 0.8090307124388144 | Validation Loss = 0.7919312162870960 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.073196
[050] Training Loss = 0.7986868973842289 | Validation Loss = 0.7834704563569429 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.089104
[051] Training Loss = 0.7907916502461070 | Validation Loss = 0.7731571128201511 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.098769
[052] Training Loss = 0.7832921619404771 | Validation Loss = 0.7682961288012847 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.090078
[053] Training Loss = 0.7756016687438655 | Validation Loss = 0.7610883558327656 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.095992
[054] Training Loss = 0.7703217131404889 | Validation Loss = 0.7580793790597703 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.091892
[055] Training Loss = 0.7643593309714525 | Validation Loss = 0.7546035473968438 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.083188
[056] Training Loss = 0.7603871231252142 | Validation Loss = 0.7516005156784309 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.093576
[057] Training Loss = 0.7566077245586563 | Validation Loss = 0.7468616320871362 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.076962
[058] Training Loss = 0.7511243325792275 | Validation Loss = 0.7436680010649480 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.088094
[059] Training Loss = 0.7470272975616017 | Validation Loss = 0.7393256510132880 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.072872
[060] Training Loss = 0.7433053542178394 | Validation Loss = 0.7369765059221649 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.083686
[061] Training Loss = 0.7392414018338914 | Validation Loss = 0.7357517392914384 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.077714
[062] Training Loss = 0.7358081197674328 | Validation Loss = 0.7323875188237844 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.073953
[063] Training Loss = 0.7339378913384118 | Validation Loss = 0.7298517289041513 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.071440
[064] Training Loss = 0.7309590193351295 | Validation Loss = 0.7275030747870153 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.082772
[065] Training Loss = 0.7286780899800180 | Validation Loss = 0.7269895026548818 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.074583
[066] Training Loss = 0.7275914667076684 | Validation Loss = 0.7273560174045478 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.070973
[067] Training Loss = 0.7255712534341340 | Validation Loss = 0.7252500538638774 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.081189
[068] Training Loss = 0.7246108134412738 | Validation Loss = 0.7231798807258606 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.073336
[069] Training Loss = 0.7226678674954324 | Validation Loss = 0.7231288007528497 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.069210
[070] Training Loss = 0.7209540652761679 | Validation Loss = 0.7206344901301113 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.074911
[071] Training Loss = 0.7189176629062636 | Validation Loss = 0.7186374294227740 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.076409
[072] Training Loss = 0.7158584158522615 | Validation Loss = 0.7157882006424766 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.076527
[073] Training Loss = 0.7129957380610945 | Validation Loss = 0.7137526251605252 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.065456
[074] Training Loss = 0.7099674087301099 | Validation Loss = 0.7130668305607513 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.068494
[075] Training Loss = 0.7077298647538754 | Validation Loss = 0.7097302940882905 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.069407
[076] Training Loss = 0.7043763784125503 | Validation Loss = 0.7059807951259872 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.074200
[077] Training Loss = 0.7016074262509898 | Validation Loss = 0.7011611249671285 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.074010
[078] Training Loss = 0.6965025769944639 | Validation Loss = 0.6992941296729679 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.067291
[079] Training Loss = 0.6921250831671225 | Validation Loss = 0.6958798005069293 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.072140
[080] Training Loss = 0.6871415637817719 | Validation Loss = 0.6907778870139418 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.072129
[081] Training Loss = 0.6829354086095978 | Validation Loss = 0.6842036412622714 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.071224
[082] Training Loss = 0.6764998828735532 | Validation Loss = 0.6778408025054140 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.074729
[083] Training Loss = 0.6706281263196257 | Validation Loss = 0.6718139553925822 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.076071
[084] Training Loss = 0.6656079985381250 | Validation Loss = 0.6658874190683101 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.072795
[085] Training Loss = 0.6592274885719983 | Validation Loss = 0.6626047082875161 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.075727
[086] Training Loss = 0.6543476981147586 | Validation Loss = 0.6592606551100472 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.065210
[087] Training Loss = 0.6489764551487256 | Validation Loss = 0.6563348824178348 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.058446
[088] Training Loss = 0.6443399766939641 | Validation Loss = 0.6558441939428366 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.069299
[089] Training Loss = 0.6389213185673924 | Validation Loss = 0.6518083504126106 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.067999
[090] Training Loss = 0.6336410878288348 | Validation Loss = 0.6497898763017622 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.072204
[091] Training Loss = 0.6289085024020368 | Validation Loss = 0.6478780769629469 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.073340
[092] Training Loss = 0.6257220803366694 | Validation Loss = 0.6538506047417881 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.075800
[093] Training Loss = 0.6195504264352927 | Validation Loss = 0.6503493064716205 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.091936
[094] Training Loss = 0.6152905176165478 | Validation Loss = 0.6492681550687787 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:07.102660
[095] Training Loss = 0.6105498189632068 | Validation Loss = 0.6552352020836557 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.109237
[096] Training Loss = 0.6032009778426020 | Validation Loss = 0.6594565083691509 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.111824
[097] Training Loss = 0.5984167503131558 | Validation Loss = 0.6594835226117860 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.114965
[098] Training Loss = 0.5939504325910675 | Validation Loss = 0.6560003316757276 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:07.119373
[099] Training Loss = 0.5891347741284760 | Validation Loss = 0.6697393528153344 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.122621
[100] Training Loss = 0.5818162850434688 | Validation Loss = 0.6679373715494039 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:07.122741
Maximum Number of Epochs Reached.
