[001] Training Loss = 1.0384472348721234 | Validation Loss = 0.9974002174336999 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.974869
[024] Training Loss = 0.3110859180677807 | Validation Loss = 0.2144399710423597 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.026705
[025] Training Loss = 0.2994148379161989 | Validation Loss = 0.2035139695686959 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.978542
[026] Training Loss = 0.2895221983971542 | Validation Loss = 0.1985323550656102 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.943820
[027] Training Loss = 0.2816686726919857 | Validation Loss = 0.1938342763335485 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.943909
[028] Training Loss = 0.2749150513440808 | Validation Loss = 0.1897743180189861 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.970592
[029] Training Loss = 0.2687633158466967 | Validation Loss = 0.1871852258981508 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.983468
[030] Training Loss = 0.2619148590237562 | Validation Loss = 0.1849843401201265 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.935790
[031] Training Loss = 0.2582139207624596 | Validation Loss = 0.1846942394646834 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.999037
[032] Training Loss = 0.2541619741362926 | Validation Loss = 0.1846782861300119 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.006175
[033] Training Loss = 0.2493065029876194 | Validation Loss = 0.1833808062642152 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.986663
[034] Training Loss = 0.2450613474690198 | Validation Loss = 0.1814138368573501 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.975704
[035] Training Loss = 0.2416472822373529 | Validation Loss = 0.1804797171154493 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.961550
[036] Training Loss = 0.2372576454500711 | Validation Loss = 0.1821029060339452 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.958617
[037] Training Loss = 0.2319970618311417 | Validation Loss = 0.1795741736481858 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.991871
[038] Training Loss = 0.2240815239732925 | Validation Loss = 0.1781021675161191 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.952550
[039] Training Loss = 0.2149074919133243 | Validation Loss = 0.1774606020274825 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.932821
[040] Training Loss = 0.2094741310712420 | Validation Loss = 0.1776772295613589 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.941983
[041] Training Loss = 0.2054116928409207 | Validation Loss = 0.1774030559605716 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.956340
[042] Training Loss = 0.2024577527605004 | Validation Loss = 0.1773071216168312 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.923130
[043] Training Loss = 0.2005789951270741 | Validation Loss = 0.1767671597880300 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.919984
[044] Training Loss = 0.1990273823529142 | Validation Loss = 0.1767345595993141 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.906631
[045] Training Loss = 0.1980476791086111 | Validation Loss = 0.1762139606812356 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.911711
[046] Training Loss = 0.1968469862649833 | Validation Loss = 0.1764511170028910 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.866804
[047] Training Loss = 0.1958159680478603 | Validation Loss = 0.1761468411800664 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.909083
[048] Training Loss = 0.1951325038714777 | Validation Loss = 0.1763108574878854 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.886742
[049] Training Loss = 0.1942601422800289 | Validation Loss = 0.1760382030085200 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.912872
[050] Training Loss = 0.1933628830852188 | Validation Loss = 0.1752844010339916 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.883865
[051] Training Loss = 0.1925468753277648 | Validation Loss = 0.1754422483641201 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.866135
[052] Training Loss = 0.1921763564972788 | Validation Loss = 0.1751639928284405 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.882403
[053] Training Loss = 0.1916465508137313 | Validation Loss = 0.1751417346791148 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.863093
[054] Training Loss = 0.1913215034637629 | Validation Loss = 0.1751956438649042 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.853995
[055] Training Loss = 0.1902198862031440 | Validation Loss = 0.1751343267864026 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.869790
[056] Training Loss = 0.1899530972108992 | Validation Loss = 0.1750237391155163 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.857881
[057] Training Loss = 0.1896375765751612 | Validation Loss = 0.1752443499489017 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.856932
[058] Training Loss = 0.1892171857077774 | Validation Loss = 0.1750230599306973 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.884386
[059] Training Loss = 0.1889086072813581 | Validation Loss = 0.1749433587867296 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.868993
[060] Training Loss = 0.1882246566402710 | Validation Loss = 0.1749854767779824 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.857166
[061] Training Loss = 0.1879180723854259 | Validation Loss = 0.1747360784059382 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.885003
[062] Training Loss = 0.1872504830828890 | Validation Loss = 0.1743545485522880 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.861644
[063] Training Loss = 0.1866233911327202 | Validation Loss = 0.1724339258300968 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.856588
[064] Training Loss = 0.1849125276452605 | Validation Loss = 0.1715804481932420 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.865774
[065] Training Loss = 0.1837619107456646 | Validation Loss = 0.1701393388270612 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.862458
[066] Training Loss = 0.1825989125836491 | Validation Loss = 0.1695124863928787 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.863577
[067] Training Loss = 0.1820492420903793 | Validation Loss = 0.1696947813048023 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.865695
[068] Training Loss = 0.1810225107012574 | Validation Loss = 0.1681004365805833 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.882111
[069] Training Loss = 0.1791887141547987 | Validation Loss = 0.1681194196256259 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.874290
[070] Training Loss = 0.1795163907577575 | Validation Loss = 0.1681083966949222 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.904516
[071] Training Loss = 0.1790475697655012 | Validation Loss = 0.1683438328701012 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:28.896368
[072] Training Loss = 0.1784303072616907 | Validation Loss = 0.1681933111796490 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:28.894777
[073] Training Loss = 0.1764547414076413 | Validation Loss = 0.1682658341250669 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:28.887244
[074] Training Loss = 0.1758994090310083 | Validation Loss = 0.1681672175132397 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:28.889069
[075] Training Loss = 0.1757274251761188 | Validation Loss = 0.1681821851766763 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:28.895010
[076] Training Loss = 0.1757214953731159 | Validation Loss = 0.1682897066182087 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:28.892098
[077] Training Loss = 0.1742449415469192 | Validation Loss = 0.1682727171000646 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:28.892972
[078] Training Loss = 0.1737400568646689 | Validation Loss = 0.1684268504155194 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:28.900769
[079] Training Loss = 0.1735504520507407 | Validation Loss = 0.1684808411717469 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:28.949386
[080] Training Loss = 0.1733498626074303 | Validation Loss = 0.1686384905485110 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:28.902055
[081] Training Loss = 0.1722918627779159 | Validation Loss = 0.1686688112018468 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:28.903878
[082] Training Loss = 0.1718771991336745 | Validation Loss = 0.1690588810366739 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:28.900975
[083] Training Loss = 0.1716375580801535 | Validation Loss = 0.1689644009675636 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:28.901394
[084] Training Loss = 0.1712494618631223 | Validation Loss = 0.1692136986564312 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:28.908454
[085] Training Loss = 0.1703657994478176 | Validation Loss = 0.1692767365640070 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:28.908289
[086] Training Loss = 0.1698030283098827 | Validation Loss = 0.1697579994181994 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:28.907094
[087] Training Loss = 0.1695587448707469 | Validation Loss = 0.1698465586339225 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:28.910803
[088] Training Loss = 0.1692763738011941 | Validation Loss = 0.1698173806493174 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:28.905502
[089] Training Loss = 0.1681993434102453 | Validation Loss = 0.1702942288021861 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:28.891796
[090] Training Loss = 0.1677725875079116 | Validation Loss = 0.1707149124661075 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:28.894844
[091] Training Loss = 0.1674169913273290 | Validation Loss = 0.1709599469903648 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:28.900439
[092] Training Loss = 0.1670697856769253 | Validation Loss = 0.1711202765874223 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:28.902575
[093] Training Loss = 0.1660883466622404 | Validation Loss = 0.1717754011989185 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:28.902059
[094] Training Loss = 0.1658196095737734 | Validation Loss = 0.1715189887930974 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:28.898455
[095] Training Loss = 0.1654666192482452 | Validation Loss = 0.1719959601548705 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:28.901858
[096] Training Loss = 0.1648067021933827 | Validation Loss = 0.1726128756714619 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:28.895637
[097] Training Loss = 0.1641720500932684 | Validation Loss = 0.1729560612758412 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:28.894096
[098] Training Loss = 0.1637297108621974 | Validation Loss = 0.1732349673272319 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:28.895970
[099] Training Loss = 0.1633620243954718 | Validation Loss = 0.1736163067360936 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:28.893968
[100] Training Loss = 0.1629769873922058 | Validation Loss = 0.1741893100530937 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:28.898399
Maximum Number of Epochs Reached.
