[001] Training Loss = 1.1099187475823331 | Validation Loss = 0.9958989677876388 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.291751
[032] Training Loss = 0.9925564418021041 | Validation Loss = 0.9925512091589959 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.125850
[033] Training Loss = 0.9925526168273644 | Validation Loss = 0.9925389551631453 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:29.102132
[034] Training Loss = 0.9925489908678079 | Validation Loss = 0.9925664556636370 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:29.111878
[035] Training Loss = 0.9925543060294069 | Validation Loss = 0.9925503791200612 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:29.117801
[036] Training Loss = 0.9925545365957775 | Validation Loss = 0.9925669362124939 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:00:29.084838
[037] Training Loss = 0.9925593930516494 | Validation Loss = 0.9925374043009252 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:29.059046
[038] Training Loss = 0.9925527163349560 | Validation Loss = 0.9925518207666318 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:29.059267
[039] Training Loss = 0.9925539929445456 | Validation Loss = 0.9925666304086759 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:29.057254
[040] Training Loss = 0.9925518037775308 | Validation Loss = 0.9925531313544234 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:00:29.060667
[041] Training Loss = 0.9925499082792620 | Validation Loss = 0.9925525415899172 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:29.057318
[042] Training Loss = 0.9925460541803492 | Validation Loss = 0.9925509688845673 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:29.066876
[043] Training Loss = 0.9925546191142681 | Validation Loss = 0.9925475395131795 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:29.061193
[044] Training Loss = 0.9925484253734461 | Validation Loss = 0.9925346520665631 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:00:29.065956
[045] Training Loss = 0.9925438070683650 | Validation Loss = 0.9925591163720046 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:29.062125
[046] Training Loss = 0.9925462459144891 | Validation Loss = 0.9925594658620823 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:29.061488
[047] Training Loss = 0.9925517261130691 | Validation Loss = 0.9925522357860991 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:29.055038
[048] Training Loss = 0.9925464594917588 | Validation Loss = 0.9925678099376882 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:00:29.067121
[049] Training Loss = 0.9925449960020584 | Validation Loss = 0.9925524979036574 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:29.059229
[050] Training Loss = 0.9925533327966209 | Validation Loss = 0.9925715669560238 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:29.066027
[051] Training Loss = 0.9925402366267636 | Validation Loss = 0.9925535463738906 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:29.067754
[052] Training Loss = 0.9925460007860317 | Validation Loss = 0.9925483695521142 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:00:29.059255
[053] Training Loss = 0.9925531313544234 | Validation Loss = 0.9925506849238792 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:29.066625
[054] Training Loss = 0.9925430883687173 | Validation Loss = 0.9925544856284746 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:29.079398
[055] Training Loss = 0.9925447390419057 | Validation Loss = 0.9925559054319154 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:29.053807
[056] Training Loss = 0.9925438189000603 | Validation Loss = 0.9925678536239478 | Learning Rate = 0.0000206158430208 | Elapsed Time = 0:00:29.054577
[057] Training Loss = 0.9925476271890759 | Validation Loss = 0.9925623273120938 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:29.065675
[058] Training Loss = 0.9925439256886953 | Validation Loss = 0.9925629607628595 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:29.028540
[059] Training Loss = 0.9925436393009928 | Validation Loss = 0.9925517989235020 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:29.024149
[060] Training Loss = 0.9925457362414589 | Validation Loss = 0.9925572160197068 | Learning Rate = 0.0000164926744166 | Elapsed Time = 0:00:29.011105
[061] Training Loss = 0.9925442193574412 | Validation Loss = 0.9925467094742451 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:29.026891
[062] Training Loss = 0.9925436854142667 | Validation Loss = 0.9925486535128024 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:29.034852
[063] Training Loss = 0.9925423821075186 | Validation Loss = 0.9925472337093616 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:29.021287
[064] Training Loss = 0.9925361980747542 | Validation Loss = 0.9925462726116477 | Learning Rate = 0.0000131941395333 | Elapsed Time = 0:00:29.006194
[065] Training Loss = 0.9925383047232783 | Validation Loss = 0.9925423190051434 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:29.018999
[066] Training Loss = 0.9925371251942661 | Validation Loss = 0.9925550317067211 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:29.022765
[067] Training Loss = 0.9925400157684506 | Validation Loss = 0.9925434985341558 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:29.017388
[068] Training Loss = 0.9925360111946432 | Validation Loss = 0.9925517333941124 | Learning Rate = 0.0000105553116266 | Elapsed Time = 0:00:29.009020
[069] Training Loss = 0.9925375741919352 | Validation Loss = 0.9925413142211699 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:29.018262
[070] Training Loss = 0.9925373581876511 | Validation Loss = 0.9925470808074527 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:29.020781
[071] Training Loss = 0.9925371349023238 | Validation Loss = 0.9925379940654315 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:29.014848
[072] Training Loss = 0.9925447799977740 | Validation Loss = 0.9925530002956442 | Learning Rate = 0.0000084442493013 | Elapsed Time = 0:00:29.024247
[073] Training Loss = 0.9925353340576176 | Validation Loss = 0.9925531313544234 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:29.011094
[074] Training Loss = 0.9925400157684506 | Validation Loss = 0.9925564951964215 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:29.037668
[075] Training Loss = 0.9925362611771295 | Validation Loss = 0.9925479545326470 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:29.009230
[076] Training Loss = 0.9925335477749980 | Validation Loss = 0.9925425592795718 | Learning Rate = 0.0000067553994411 | Elapsed Time = 0:00:29.007282
[077] Training Loss = 0.9925356811206810 | Validation Loss = 0.9925475395131795 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:29.012144
[078] Training Loss = 0.9925363752468075 | Validation Loss = 0.9925473210818810 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:29.012240
[079] Training Loss = 0.9925326060933997 | Validation Loss = 0.9925528255506052 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:29.014475
[080] Training Loss = 0.9925348122495153 | Validation Loss = 0.9925462289253881 | Learning Rate = 0.0000054043195528 | Elapsed Time = 0:00:29.011095
[081] Training Loss = 0.9925391638863861 | Validation Loss = 0.9925341278314465 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:29.006414
[082] Training Loss = 0.9925331982849204 | Validation Loss = 0.9925379285360418 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:29.007741
[083] Training Loss = 0.9925385401436778 | Validation Loss = 0.9925454425727132 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:29.006566
[084] Training Loss = 0.9925416103169302 | Validation Loss = 0.9925498548849445 | Learning Rate = 0.0000043234556423 | Elapsed Time = 0:00:29.013566
[085] Training Loss = 0.9925338972650758 | Validation Loss = 0.9925463162979076 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:29.016568
[086] Training Loss = 0.9925308586430110 | Validation Loss = 0.9925432364165974 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:29.013549
[087] Training Loss = 0.9925290213930885 | Validation Loss = 0.9925501170025028 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:29.007728
[088] Training Loss = 0.9925372513990163 | Validation Loss = 0.9925513839040346 | Learning Rate = 0.0000034587645138 | Elapsed Time = 0:00:29.013870
[089] Training Loss = 0.9925325405640102 | Validation Loss = 0.9925519299822811 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:29.025738
[090] Training Loss = 0.9925340016266962 | Validation Loss = 0.9925535245307608 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:29.006393
[091] Training Loss = 0.9925367926932892 | Validation Loss = 0.9925540269227475 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:29.002981
[092] Training Loss = 0.9925336400015463 | Validation Loss = 0.9925399162608590 | Learning Rate = 0.0000027670116111 | Elapsed Time = 0:00:28.995301
[093] Training Loss = 0.9925436951223244 | Validation Loss = 0.9925527381780860 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:29.032153
[094] Training Loss = 0.9925301135495813 | Validation Loss = 0.9925518207666318 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:29.020660
[095] Training Loss = 0.9925407827050101 | Validation Loss = 0.9925451149257652 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:29.028325
[096] Training Loss = 0.9925379430981285 | Validation Loss = 0.9925474084544005 | Learning Rate = 0.0000022136092888 | Elapsed Time = 0:00:29.010887
[097] Training Loss = 0.9925300455931775 | Validation Loss = 0.9925493306498280 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:29.006391
[098] Training Loss = 0.9925310139719346 | Validation Loss = 0.9925458794353104 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:29.011216
[099] Training Loss = 0.9925350209727564 | Validation Loss = 0.9925481948070753 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:29.012710
[100] Training Loss = 0.9925300625822785 | Validation Loss = 0.9925471463368422 | Learning Rate = 0.0000017708874311 | Elapsed Time = 0:00:29.017818
Maximum Number of Epochs Reached.
